updated_species_id,updated_compound_id,charge,value,name of file,data type,original order,old_compound_id,old_species_id
PBC_18591_0,PBC_18591,0,-275098,351_dH,dH_f,2395,PBC_18591,PBC_18591_0
PBC_8917_0,PBC_8917,0,-263089.92,352_dH,dH_f,2396,PBC_8917,PBC_8917_0
CHB_15347_0,CHB_15347,0,-258236.48,353_dH,dH_f,2397,CHB_15347,CHB_15347_0
CHB_15743_0,CHB_15743,0,-255516.88,354_dH,dH_f,2398,CHB_15743,CHB_15743_0
CHB_88849_0,CHB_88849,0,-251374.72,355_dH,dH_f,2399,CHB_88849,CHB_88849_0
CHB_17590_0,CHB_17590,0,-248571.44,356_dH,dH_f,2400,CHB_17590,CHB_17590_0
CHB_17790_0,CHB_17790,0,-246312.08,357_dH,dH_f,2401,CHB_17790,CHB_17790_0
PBC_8143_0,PBC_8143,0,-241249.44,358_dH,dH_f,2402,PBC_8143,PBC_8143_0
CHB_17153_0,CHB_17153,0,-239994.24,359_dH,dH_f,2403,CHB_17153,CHB_17153_0
PBC_15077_0,PBC_15077,0,-239366.64,360_dH,dH_f,2404,PBC_15077,PBC_15077_0
CHB_38572_0,CHB_38572,0,-229889.88,361_dH,dH_f,2405,CHB_38572,CHB_38572_0
CHB_39839_0,CHB_39839,0,-227701.648,362_dH,dH_f,2406,CHB_39839,CHB_39839_0
PBC_7267_0,PBC_7267,0,-227693.28,363_dH,dH_f,2407,PBC_7267,PBC_7267_0
PBC_11582_0,PBC_11582,0,-227651.44,364_dH,dH_f,2408,PBC_11582,PBC_11582_0
PBC_10687_0,PBC_10687,0,-225304.216,365_dH,dH_f,2409,PBC_10687,PBC_10687_0
CHB_32891_0,CHB_32891,0,-221542.8,366_dH,dH_f,2410,CHB_32891,CHB_32891_0
CHB_34241_0,CHB_34241,0,-220392.2,367_dH,dH_f,2411,CHB_34241,CHB_34241_0
PBC_11335_0,PBC_11335,0,-219429.88,368_dH,dH_f,2412,PBC_11335,PBC_11335_0
PBC_8127_0,PBC_8127,0,-217526.16,369_dH,dH_f,2413,PBC_8127,PBC_8127_0
PBC_8144_0,PBC_8144,0,-215643.36,370_dH,dH_f,2414,PBC_8144,PBC_8144_0
CHB_15343_0,CHB_15343,0,-210789.92,371_dH,dH_f,2415,CHB_15343,CHB_15343_0
CHB_88374_0,CHB_88374,0,-203928.16,372_dH,dH_f,2416,CHB_88374,CHB_88374_0
CHB_29021_0,CHB_29021,0,-198321.6,373_dH,dH_f,2417,CHB_29021,CHB_29021_0
CHB_16040_0,CHB_16040,0,-196292.36,374_dH,dH_f,2418,CHB_16040,CHB_16040_0
CHB_5712_0,CHB_5712,0,-193802.88,375_dH,dH_f,2419,CHB_5712,CHB_5712_0
PBC_15422_0,PBC_15422,0,-191920.08,376_dH,dH_f,2420,PBC_15422,PBC_15422_0
CHB_17231_0,CHB_17231,0,-190623.04,377_dH,dH_f,2421,CHB_17231,CHB_17231_0
CHB_28054_0,CHB_28054,0,-188618.904,378_dH,dH_f,2422,CHB_28054,CHB_28054_0
CHB_17847_0,CHB_17847,0,-185121.08,379_dH,dH_f,2423,CHB_17847,CHB_17847_0
CHB_30362_0,CHB_30362,0,-180204.88,380_dH,dH_f,2424,CHB_30362,CHB_30362_0
CHB_25888_0,CHB_25888,0,-173887.04,381_dH,dH_f,2425,CHB_25888,CHB_25888_0
CHB_74848_0,CHB_74848,0,-170079.6,382_dH,dH_f,2426,CHB_74848,CHB_74848_0
PBC_8106_0,PBC_8106,0,-168196.8,383_dH,dH_f,2427,PBC_8106,PBC_8106_0
CHB_30363_0,CHB_30363,0,-156481.6,384_dH,dH_f,2428,CHB_30363,CHB_30363_0
PBC_16607_0,PBC_16607,0,-153803.84,385_dH,dH_f,2429,PBC_16607,PBC_16607_0
CHB_15882_0,CHB_15882,0,-151962.88,386_dH,dH_f,2430,CHB_15882,CHB_15882_0
CHB_25462_0,CHB_25462,0,-151586.32,387_dH,dH_f,2431,CHB_25462,CHB_25462_0
CHB_43799_0,CHB_43799,0,-151084.24,388_dH,dH_f,2432,CHB_43799,CHB_43799_0
CHB_16235_0,CHB_16235,0,-145615.752,389_dH,dH_f,2433,CHB_16235,CHB_16235_0
PBC_8067_0,PBC_8067,0,-144473.52,390_dH,dH_f,2434,PBC_8067,PBC_8067_0
CHB_16842_0,CHB_16842,0,-141795.76,391_dH,dH_f,2435,CHB_16842,CHB_16842_0
PBC_14115_0,PBC_14115,0,-130080.56,392_dH,dH_f,2436,PBC_14115,PBC_14115_0
CHB_39870_0,CHB_39870,0,-128365.12,393_dH,dH_f,2437,CHB_39870,CHB_39870_0
CHB_32879_0,CHB_32879,0,-127570.16,394_dH,dH_f,2438,CHB_32879,CHB_32879_0
PBC_8012_0,PBC_8012,0,-119787.92,395_dH,dH_f,2439,PBC_8012,PBC_8012_0
CHB_46708_0,CHB_46708,0,-117654.08,396_dH,dH_f,2440,CHB_46708,CHB_46708_0
PBC_14109_0,PBC_14109,0,-107068.56,397_dH,dH_f,2441,PBC_14109,PBC_14109_0
CHB_23975_0,CHB_23975,0,-102090,398_dH,dH_f,2442,CHB_23975,CHB_23975_0
CHB_15862_0,CHB_15862,0,-99704.72,399_dH,dH_f,2443,CHB_15862,CHB_15862_0
CHB_8473_0,CHB_8473,0,-97570.88,400_dH,dH_f,2444,CHB_8473,CHB_8473_0
PBC_11610_0,PBC_11610,0,-94851.28,401_dH,dH_f,2445,PBC_11610,PBC_11610_0
CHB_16183_0,CHB_16183,0,-89040,402_dH,dH_f,2446,CHB_16183,CHB_16183_0
PBC_10864_0,PBC_10864,0,-82634,403_dH,dH_f,2447,PBC_10864,PBC_10864_0
PBC_6343_0,PBC_6343,0,-74558.88,404_dH,dH_f,2448,PBC_6343,PBC_6343_0
CHB_24579_0,CHB_24579,0,-71232.6,405_dH,dH_f,2449,CHB_24579,CHB_24579_0
CHB_16830_0,CHB_16830,0,-68282.88,406_dH,dH_f,2450,CHB_16830,CHB_16830_0
CHB_44194_0,CHB_44194,0,-60375.12,407_dH,dH_f,2451,CHB_44194,CHB_44194_0
CHB_17300_0,CHB_17300,0,-54371.08,408_dH,dH_f,2452,CHB_17300,CHB_17300_0
CHB_16602_0,CHB_16602,0,-49588.768,409_dH,dH_f,2453,CHB_16602,CHB_16602_0
CHB_16007_0,CHB_16007,0,-48743.6,410_dH,dH_f,2454,CHB_16007,CHB_16007_0
PBC_8004_0,PBC_8004,0,-46860.8,411_dH,dH_f,2455,PBC_8004,PBC_8004_0
CHB_42630_0,CHB_42630,0,-36107.92,412_dH,dH_f,2456,CHB_42630,CHB_42630_0
CHB_28805_0,CHB_28805,0,-32267.008,413_dH,dH_f,2457,CHB_28805,CHB_28805_0
CHB_29027_0,CHB_29027,0,-29078.8,414_dH,dH_f,2458,CHB_29027,CHB_29027_0
CHB_34031_0,CHB_34031,0,-28195.976,415_dH,dH_f,2459,CHB_34031,CHB_34031_0
CHB_48362_0,CHB_48362,0,-23576.84,416_dH,dH_f,2460,CHB_48362,CHB_48362_0
CHB_28509_0,CHB_28509,0,-19041.384,417_dH,dH_f,2461,CHB_28509,CHB_28509_0
CHB_16101_0,CHB_16101,0,-10460,418_dH,dH_f,2462,CHB_16101,CHB_16101_0
CHB_16052_0,CHB_16052,0,-1213.36,419_dH,dH_f,2463,CHB_16052,CHB_16052_0
CHB_17578_0,CHB_17578,0,13723.52,420_dH,dH_f,2464,CHB_17578,CHB_17578_0
CHB_18153_0,CHB_18153,0,35856.88,421_dH,dH_f,2465,CHB_18153,CHB_18153_0
PBC_12370_0,PBC_12370,0,47404.72,422_dH,dH_f,2466,PBC_12370,PBC_12370_0
CHB_16716_0,CHB_16716,0,51170.32,423_dH,dH_f,2467,CHB_16716,CHB_16716_0
PBC_12350_0,PBC_12350,0,71044.32,424_dH,dH_f,2468,PBC_12350,PBC_12350_0
PBC_12732_0,PBC_12732,0,93470.56,425_dH,dH_f,2469,PBC_12732,PBC_12732_0
CHB_16881_0,CHB_16881,0,97500,426_dH,dH_f,2470,CHB_16881,CHB_16881_0
CHB_16708_1,CHB_16708,1,109400,427_dH,dH_f,2471,CHB_16708,CHB_16708_1
PBC_12309_0,PBC_12309,0,116315.2,428_dH,dH_f,2472,PBC_12309,PBC_12309_0
CHB_16708_0,CHB_16708,0,130687.24,429_dH,dH_f,2473,CHB_16708,CHB_16708_0
CHB_48087_0,CHB_48087,0,139745.6,430_dH,dH_f,2474,CHB_48087,CHB_48087_0
CHB_48086_0,CHB_48086,0,163050.48,431_dH,dH_f,2475,CHB_48086,CHB_48086_0
CHB_27518_0,CHB_27518,0,212128.8,432_dH,dH_f,2476,CHB_27518,CHB_27518_0
CHB_15422_0,CHB_15422,0,-2838844,1_dG,dG_f,2477,CHB_15422,CHB_15422_0
CHB_15422_-1,CHB_15422,-1,-2830216.592,2_dG,dG_f,2478,CHB_15422,CHB_15422_-1
CHB_15422_-2,CHB_15422,-2,-2818919.792,3_dG,dG_f,2479,CHB_15422,CHB_15422_-2
CHB_15422_-3,CHB_15422,-3,-2792978.992,4_dG,dG_f,2480,CHB_15422,CHB_15422_-3
CHB_15422_-4,CHB_15422,-4,-2749046.992,5_dG,dG_f,2481,CHB_15422,CHB_15422_-4
CHB_15846_1,CHB_15846,1,-2238900,6_dG,dG_f,2482,CHB_15846,CHB_15846_1
CHB_15846_-1,CHB_15846,-1,-2216730,7_dG,dG_f,2483,CHB_15846,CHB_15846_-1
CHB_15846_0,CHB_15846,0,-2230110,8_dG,dG_f,2484,CHB_15846,CHB_15846_0
CHB_16908_0,CHB_16908,0,-2216430,9_dG,dG_f,2485,CHB_16908,CHB_16908_0
CHB_16908_-1,CHB_16908,-1,-2207650,10_dG,dG_f,2486,CHB_16908,CHB_16908_-1
CHB_16908_-2,CHB_16908,-2,-2194260,11_dG,dG_f,2487,CHB_16908,CHB_16908_-2
CHB_16474_0,CHB_16474,0,-3100490,12_dG,dG_f,2488,CHB_16474,CHB_16474_0
CHB_16474_-1,CHB_16474,-1,-3091700,13_dG,dG_f,2489,CHB_16474,CHB_16474_-1
CHB_16474_-2,CHB_16474,-2,-3078310,14_dG,dG_f,2490,CHB_16474,CHB_16474_-2
CHB_16474_-3,CHB_16474,-3,-3065930,15_dG,dG_f,2491,CHB_16474,CHB_16474_-3
CHB_16474_-4,CHB_16474,-4,-3024800,16_dG,dG_f,2492,CHB_16474,CHB_16474_-4
CHB_18009_1,CHB_18009,1,-3128310,17_dG,dG_f,2493,CHB_18009,CHB_18009_1
CHB_18009_-1,CHB_18009,-1,-3106140,18_dG,dG_f,2494,CHB_18009,CHB_18009_-1
CHB_18009_-2,CHB_18009,-2,-3093750,19_dG,dG_f,2495,CHB_18009,CHB_18009_-2
CHB_18009_-3,CHB_18009,-3,-3052630,20_dG,dG_f,2496,CHB_18009,CHB_18009_-3
CHB_18009_0,CHB_18009,0,-3119530,21_dG,dG_f,2497,CHB_18009,CHB_18009_0
CHB_16761_-2,CHB_16761,-2,-1935305.016,22_dG,dG_f,2498,CHB_16761,CHB_16761_-2
CHB_16761_-3,CHB_16761,-3,-1893883.416,23_dG,dG_f,2499,CHB_16761,CHB_16761_-3
CHB_17659_-2,CHB_17659,-2,-2499655.488,24_dG,dG_f,2500,CHB_17659,CHB_17659_-2
CHB_17659_-3,CHB_17659,-3,-2458735.968,25_dG,dG_f,2501,CHB_17659,CHB_17659_-3
CHB_16027_0,CHB_16027,0,-1091258.328,26_dG,dG_f,2502,CHB_16027,CHB_16027_0
CHB_16027_-1,CHB_16027,-1,-1069501.528,27_dG,dG_f,2503,CHB_16027,CHB_16027_-1
CHB_16027_-2,CHB_16027,-2,-1035192.728,28_dG,dG_f,2504,CHB_16027,CHB_16027_-2
CHB_29985_0,CHB_29985,0,-724041.2,29_dG,dG_f,2505,CHB_29985,CHB_29985_0
CHB_29985_-1,CHB_29985,-1,-699606.64,30_dG,dG_f,2506,CHB_29985,CHB_29985_-1
CHB_4167_0,CHB_4167,0,-915900,31_dG,dG_f,2507,CHB_4167,CHB_4167_0
CHB_30089_0,CHB_30089,0,-396475.84,32_dG,dG_f,2508,CHB_30089,CHB_30089_0
CHB_30089_-1,CHB_30089,-1,-369321.68,33_dG,dG_f,2509,CHB_30089,CHB_30089_-1
CHB_17552_-2,CHB_17552,-2,-2182031.312,34_dG,dG_f,2510,CHB_17552,CHB_17552_-2
CHB_17552_-3,CHB_17552,-3,-2141028.112,35_dG,dG_f,2511,CHB_17552,CHB_17552_-3
CHB_15428_0,CHB_15428,0,-380534.8,36_dG,dG_f,2512,CHB_15428,CHB_15428_0
CHB_15428_-1,CHB_15428,-1,-314971.52,37_dG,dG_f,2513,CHB_15428,CHB_15428_-1
CHB_15428_1,CHB_15428,1,-393965.44,38_dG,dG_f,2514,CHB_15428,CHB_15428_1
CHB_16977_0,CHB_16977,0,-371581.04,39_dG,dG_f,2515,CHB_16977,CHB_16977_0
CHB_30031_0,CHB_30031,0,-743915.2,40_dG,dG_f,2516,CHB_30031,CHB_30031_0
CHB_30031_-1,CHB_30031,-1,-719899.04,41_dG,dG_f,2517,CHB_30031,CHB_30031_-1
CHB_30031_-2,CHB_30031,-2,-687765.92,42_dG,dG_f,2518,CHB_30031,CHB_30031_-2
CHB_15996_0,CHB_15996,0,-3085616.32,43_dG,dG_f,2519,CHB_15996,CHB_15996_0
CHB_15996_-1,CHB_15996,-1,-3077068.408,44_dG,dG_f,2520,CHB_15996,CHB_15996_-1
CHB_15996_-2,CHB_15996,-2,-3065771.608,45_dG,dG_f,2521,CHB_15996,CHB_15996_-2
CHB_15996_-3,CHB_15996,-3,-3039830.808,46_dG,dG_f,2522,CHB_15996,CHB_15996_-3
CHB_15996_-4,CHB_15996,-4,-2996191.688,47_dG,dG_f,2523,CHB_15996,CHB_15996_-4
CHB_18019_0,CHB_18019,0,-337565.12,48_dG,dG_f,2524,CHB_18019,CHB_18019_0
CHB_18019_-1,CHB_18019,-1,-277441.04,49_dG,dG_f,2525,CHB_18019,CHB_18019_-1
CHB_18019_1,CHB_18019,1,-388651.76,50_dG,dG_f,2526,CHB_18019,CHB_18019_1
CHB_29991_0,CHB_29991,0,-721781.84,51_dG,dG_f,2527,CHB_29991,CHB_29991_0
CHB_29991_-1,CHB_29991,-1,-699439.28,52_dG,dG_f,2528,CHB_29991,CHB_29991_-1
CHB_17361_0,CHB_17361,0,-1444890.008,53_dG,dG_f,2529,CHB_17361,CHB_17361_0
CHB_17361_-1,CHB_17361,-1,-1423175.048,54_dG,dG_f,2530,CHB_17361,CHB_17361_-1
CHB_17361_-2,CHB_17361,-2,-1385309.848,55_dG,dG_f,2531,CHB_17361,CHB_17361_-2
CHB_15740_-1,CHB_15740,-1,-350878.608,56_dG,dG_f,2532,CHB_15740,CHB_15740_-1
CHB_16467_0,CHB_16467,0,-239994.24,57_dG,dG_f,2533,CHB_16467,CHB_16467_0
CHB_16467_-1,CHB_16467,-1,-168782.56,58_dG,dG_f,2534,CHB_16467,CHB_16467_-1
CHB_16467_1,CHB_16467,1,-292587.12,59_dG,dG_f,2535,CHB_16467,CHB_16467_1
CHB_17677_0,CHB_17677,0,-3188584.56,60_dG,dG_f,2536,CHB_17677,CHB_17677_0
CHB_17677_-1,CHB_17677,-1,-3180040.832,61_dG,dG_f,2537,CHB_17677,CHB_17677_-1
CHB_17677_-2,CHB_17677,-2,-3168744.032,62_dG,dG_f,2538,CHB_17677,CHB_17677_-2
CHB_17677_-3,CHB_17677,-3,-3142803.232,63_dG,dG_f,2539,CHB_17677,CHB_17677_-3
CHB_17677_-4,CHB_17677,-4,-3099164.112,64_dG,dG_f,2540,CHB_17677,CHB_17677_-4
CHB_18050_0,CHB_18050,0,-528355.52,65_dG,dG_f,2541,CHB_18050,CHB_18050_0
CHB_17115_0,CHB_17115,0,-518523.12,66_dG,dG_f,2542,CHB_17115,CHB_17115_0
CHB_16842_0,CHB_16842,0,-109327.92,67_dG,dG_f,2543,CHB_16842,CHB_16842_0
CHB_16643_0,CHB_16643,0,-502582.08,68_dG,dG_f,2544,CHB_16643,CHB_16643_0
CHB_15713_0,CHB_15713,0,-3403181.92,69_dG,dG_f,2545,CHB_15713,CHB_15713_0
CHB_15713_-1,CHB_15713,-1,-3394650.744,70_dG,dG_f,2546,CHB_15713,CHB_15713_-1
CHB_15713_-2,CHB_15713,-2,-3383353.944,71_dG,dG_f,2547,CHB_15713,CHB_15713_-2
CHB_15713_-3,CHB_15713,-3,-3357413.144,72_dG,dG_f,2548,CHB_15713,CHB_15713_-3
CHB_15713_-4,CHB_15713,-4,-3313899.544,73_dG,dG_f,2549,CHB_15713,CHB_15713_-4
CHB_16828_0,CHB_16828,0,-112214.88,74_dG,dG_f,2550,CHB_16828,CHB_16828_0
CHB_17295_0,CHB_17295,0,-206815.12,75_dG,dG_f,2551,CHB_17295,CHB_17295_0
CHB_17895_0,CHB_17895,0,-384091.2,76_dG,dG_f,2552,CHB_17895,CHB_17895_0
CHB_17895_-1,CHB_17895,-1,-332125.92,77_dG,dG_f,2553,CHB_17895,CHB_17895_-1
CHB_15343_0,CHB_15343,0,-140038.48,78_dG,dG_f,2554,CHB_15343,CHB_15343_0
CHB_37721_0,CHB_37721,0,-915510,79_dG,dG_f,2555,CHB_48095,CHB_48095_0
CHB_17561_0,CHB_17561,0,-336100.72,80_dG,dG_f,2556,CHB_17561,CHB_17561_0
CHB_17561_-1,CHB_17561,-1,-288361.28,81_dG,dG_f,2557,CHB_17561,CHB_17561_-1
CHB_16695_0,CHB_16695,0,-1659667.28,82_dG,dG_f,2558,CHB_16695,CHB_16695_0
CHB_16695_-1,CHB_16695,-1,-1637910.48,83_dG,dG_f,2559,CHB_16695,CHB_16695_-1
CHB_16695_-2,CHB_16695,-2,-1600045.28,84_dG,dG_f,2560,CHB_16695,CHB_16695_-2
CHB_17568_0,CHB_17568,0,-249927.056,85_dG,dG_f,2561,CHB_17568,CHB_17568_0
CHB_17239_-2,CHB_17239,-2,-2284961.896,86_dG,dG_f,2562,CHB_17239,CHB_17239_-2
CHB_17239_-3,CHB_17239,-3,-2244000.536,87_dG,dG_f,2563,CHB_17239,CHB_17239_-3
CHB_52742_0,CHB_52742,0,-1636080,88_dG,dG_f,2564,CHB_17797,CHB_17797_0
CHB_52742_-1,CHB_52742,-1,-1623700,89_dG,dG_f,2565,CHB_17797,CHB_17797_-1
CHB_52742_-2,CHB_52742,-2,-1582570,90_dG,dG_f,2566,CHB_17797,CHB_17797_-2
CHB_45506_0,CHB_45506,0,-752027.976,91_dG,dG_f,2567,PBC_5311110,PBC_5311110_0
CHB_15603_0,CHB_15603,0,-352292.8,92_dG,dG_f,2568,CHB_15603,CHB_15603_0
CHB_4139_0,CHB_4139,0,-908930,93_dG,dG_f,2569,CHB_4139,CHB_4139_0
CHB_16284_0,CHB_16284,0,-2691148.8,94_dG,dG_f,2570,CHB_16284,CHB_16284_0
CHB_16284_-1,CHB_16284,-1,-2682496.288,95_dG,dG_f,2571,CHB_16284,CHB_16284_-1
CHB_16284_-2,CHB_16284,-2,-2671199.488,96_dG,dG_f,2572,CHB_16284,CHB_16284_-2
CHB_16284_-3,CHB_16284,-3,-2645262.872,97_dG,dG_f,2573,CHB_16284,CHB_16284_-3
CHB_16284_-4,CHB_16284,-4,-2601326.688,98_dG,dG_f,2574,CHB_16284,CHB_16284_-4
CHB_17790_0,CHB_17790,0,-175937.2,99_dG,dG_f,2575,CHB_17790,CHB_17790_0
CHB_15971_0,CHB_15971,0,-202589.28,100_dG,dG_f,2576,CHB_15971,CHB_15971_0
CHB_15971_1,CHB_15971,1,-237232.8,101_dG,dG_f,2577,CHB_15971,CHB_15971_1
CHB_17345_0,CHB_17345,0,-1342168.624,102_dG,dG_f,2578,CHB_17345,CHB_17345_0
CHB_17345_-1,CHB_17345,-1,-1320411.824,103_dG,dG_f,2579,CHB_17345,CHB_17345_-1
CHB_17345_-2,CHB_17345,-2,-1282337.424,104_dG,dG_f,2580,CHB_17345,CHB_17345_-2
CHB_15882_0,CHB_15882,0,-51107.56,105_dG,dG_f,2581,CHB_15882,CHB_15882_0
CHB_16708_0,CHB_16708,0,312837.68,106_dG,dG_f,2582,CHB_16708,CHB_16708_0
CHB_17203_0,CHB_17203,0,-307775.04,107_dG,dG_f,2583,CHB_17203,CHB_17203_0
CHB_17196_0,CHB_17196,0,-525050.16,108_dG,dG_f,2584,CHB_17196,CHB_17196_0
CHB_4208_0,CHB_4208,0,-910990,109_dG,dG_f,2585,CHB_4208,CHB_4208_0
CHB_29805_0,CHB_29805,0,-528857.6,110_dG,dG_f,2586,CHB_29805,CHB_29805_0
CHB_29805_-1,CHB_29805,-1,-506975.28,111_dG,dG_f,2587,CHB_29805,CHB_29805_-1
CHB_17272_0,CHB_17272,0,-390994.8,112_dG,dG_f,2588,CHB_17272,CHB_17272_0
CHB_17272_-1,CHB_17272,-1,-363087.52,113_dG,dG_f,2589,CHB_17272,CHB_17272_-1
CHB_17821_0,CHB_17821,0,-256541.96,114_dG,dG_f,2590,CHB_17821,CHB_17821_0
CHB_30746_0,CHB_30746,0,-234847.92,115_dG,dG_f,2591,CHB_30746,CHB_30746_0
CHB_30746_-1,CHB_30746,-1,-210873.6,116_dG,dG_f,2592,CHB_30746,CHB_30746_-1
CHB_53455_0,CHB_53455,0,-750490,117_dG,dG_f,2593,CHB_15936,CHB_15936_0
CHB_16414_0,CHB_16414,0,-357020.72,118_dG,dG_f,2594,CHB_16414,CHB_16414_0
CHB_16857_0,CHB_16857,0,-501368.72,119_dG,dG_f,2595,CHB_16857,CHB_16857_0
CHB_16174_-2,CHB_16174,-2,-1787584.712,120_dG,dG_f,2596,CHB_16174,CHB_16174_-2
CHB_16174_-3,CHB_16174,-3,-1746163.112,121_dG,dG_f,2597,CHB_16174,CHB_16174_-3
CHB_15347_0,CHB_15347,0,-161084,122_dG,dG_f,2598,CHB_15347,CHB_15347_0
CHB_16995_0,CHB_16995,0,-705589.76,123_dG,dG_f,2599,CHB_16995,CHB_16995_0
CHB_16995_-1,CHB_16995,-1,-698338.888,124_dG,dG_f,2600,CHB_16995,CHB_16995_-1
CHB_16995_-2,CHB_16995,-2,-674042.4,125_dG,dG_f,2601,CHB_16995,CHB_16995_-2
CHB_16335_0,CHB_16335,0,-194551.816,126_dG,dG_f,2602,CHB_16335,CHB_16335_0
CHB_17748_0,CHB_17748,0,-625742.304,127_dG,dG_f,2603,CHB_17748,CHB_17748_0
CHB_46994_0,CHB_46994,0,-742230,128_dG,dG_f,2604,PBC_66308,PBC_66308_0
CHB_16830_0,CHB_16830,0,21087.36,129_dG,dG_f,2605,CHB_16830,CHB_16830_0
CHB_15918_0,CHB_15918,0,-1304822.24,130_dG,dG_f,2606,CHB_15918,CHB_15918_0
CHB_15918_-1,CHB_15918,-1,-1283065.44,131_dG,dG_f,2607,CHB_15918,CHB_15918_-1
CHB_15918_-2,CHB_15918,-2,-1243777.68,132_dG,dG_f,2608,CHB_15918,CHB_15918_-2
CHB_16235_0,CHB_16235,0,69881.168,133_dG,dG_f,2609,CHB_16235,CHB_16235_0
CHB_30772_0,CHB_30772,0,-381622.64,134_dG,dG_f,2610,CHB_30772,CHB_30772_0
CHB_30772_-1,CHB_30772,-1,-354175.6,135_dG,dG_f,2611,CHB_30772,CHB_30772_-1
CHB_16497_0,CHB_16497,0,-2943234.8,136_dG,dG_f,2612,CHB_16497,CHB_16497_0
CHB_16497_-1,CHB_16497,-1,-2934691.072,137_dG,dG_f,2613,CHB_16497,CHB_16497_-1
CHB_16497_-2,CHB_16497,-2,-2923394.272,138_dG,dG_f,2614,CHB_16497,CHB_16497_-2
CHB_16497_-3,CHB_16497,-3,-2897453.472,139_dG,dG_f,2615,CHB_16497,CHB_16497_-3
CHB_16497_-4,CHB_16497,-4,-2853814.352,140_dG,dG_f,2616,CHB_16497,CHB_16497_-4
CHB_16704_0,CHB_16704,0,-759404.368,141_dG,dG_f,2617,CHB_16704,CHB_16704_0
CHB_28552_0,CHB_28552,0,-735940,142_dG,dG_f,2618,CHB_17173,CHB_17173_0
CHS_388344_0,CHS_388344,0,-746150,143_dG,dG_f,2619,CHB_17140,CHB_17140_0
CHB_17172_0,CHB_17172,0,-299319.176,144_dG,dG_f,2620,CHB_17172,CHB_17172_0
CHB_17713_0,CHB_17713,0,-947261.784,145_dG,dG_f,2621,CHB_17713,CHB_17713_0
CHB_17713_-1,CHB_17713,-1,-925521.72,146_dG,dG_f,2622,CHB_17713,CHB_17713_-1
CHB_17713_-2,CHB_17713,-2,-887472.424,147_dG,dG_f,2623,CHB_17713,CHB_17713_-2
CHB_28862_-2,CHB_28862,-2,-2039653.976,148_dG,dG_f,2624,CHB_28862,CHB_28862_-2
CHB_28862_-3,CHB_28862,-3,-1998650.776,149_dG,dG_f,2625,CHB_28862,CHB_28862_-3
CHB_16192_0,CHB_16192,0,-1199749.448,150_dG,dG_f,2626,CHB_16192,CHB_16192_0
CHB_16192_-1,CHB_16192,-1,-1177992.648,151_dG,dG_f,2627,CHB_16192,CHB_16192_-1
CHB_16192_-2,CHB_16192,-2,-1139960.088,152_dG,dG_f,2628,CHB_16192,CHB_16192_-2
CHB_18075_-2,CHB_18075,-2,-2366077.104,153_dG,dG_f,2629,CHB_18075,CHB_18075_-2
CHB_18075_-3,CHB_18075,-3,-2325073.904,154_dG,dG_f,2630,CHB_18075,CHB_18075_-3
CHB_63528_0,CHB_63528,0,-1526172.576,155_dG,dG_f,2631,CHB_63528,CHB_63528_0
CHB_63528_-1,CHB_63528,-1,-1504415.776,156_dG,dG_f,2632,CHB_63528,CHB_63528_-1
CHB_63528_-2,CHB_63528,-2,-1466383.216,157_dG,dG_f,2633,CHB_63528,CHB_63528_-2
CHB_17622_0,CHB_17622,0,-1519557.672,158_dG,dG_f,2634,CHB_17622,CHB_17622_0
CHB_17622_-1,CHB_17622,-1,-1497800.872,159_dG,dG_f,2635,CHB_17622,CHB_17622_-1
CHB_17622_-2,CHB_17622,-2,-1459768.312,160_dG,dG_f,2636,CHB_17622,CHB_17622_-2
CHB_16040_0,CHB_16040,0,-35191.624,161_dG,dG_f,2637,CHB_16040,CHB_16040_0
CHB_30794_0,CHB_30794,0,-733957.28,162_dG,dG_f,2638,CHB_30794,CHB_30794_0
CHB_30794_-1,CHB_30794,-1,-717681.52,163_dG,dG_f,2639,CHB_30794,CHB_30794_-1
CHB_30794_-2,CHB_30794,-2,-685171.84,164_dG,dG_f,2640,CHB_30794,CHB_30794_-2
CHB_16750_0,CHB_16750,0,-441696.512,165_dG,dG_f,2641,CHB_16750,CHB_16750_0
CHB_17191_0,CHB_17191,0,-343046.16,166_dG,dG_f,2642,CHB_17191,CHB_17191_0
CHB_16007_0,CHB_16007,0,-7698.56,167_dG,dG_f,2643,CHB_16007,CHB_16007_0
CHB_16311_0,CHB_16311,0,-3048336.88,168_dG,dG_f,2644,CHB_16311,CHB_16311_0
CHB_16311_-1,CHB_16311,-1,-3039763.864,169_dG,dG_f,2645,CHB_16311,CHB_16311_-1
CHB_16311_-2,CHB_16311,-2,-3028467.064,170_dG,dG_f,2646,CHB_16311,CHB_16311_-2
CHB_16311_-3,CHB_16311,-3,-3002526.264,171_dG,dG_f,2647,CHB_16311,CHB_16311_-3
CHB_16311_-4,CHB_16311,-4,-2958887.144,172_dG,dG_f,2648,CHB_16311,CHB_16311_-4
CHB_18077_0,CHB_18077,0,-3269252.08,173_dG,dG_f,2649,CHB_18077,CHB_18077_0
CHB_18077_-1,CHB_18077,-1,-3260779.48,174_dG,dG_f,2650,CHB_18077,CHB_18077_-1
CHB_18077_-2,CHB_18077,-2,-3249482.68,175_dG,dG_f,2651,CHB_18077,CHB_18077_-2
