updated_species_id,updated_compound_id,charge,value,name of file,data type,original order,old_compound_id,old_species_id
CHB_28846_-2,CHB_28846,-2,-2756804.128,94_dH,dH_f,2138,CHB_28846,CHB_28846_-2
CHB_28862_-1,CHB_28862,-1,-2739348.48,95_dH,dH_f,2139,CHB_28862,CHB_28862_-1
CHB_28862_0,CHB_28862,0,-2728637.44,96_dH,dH_f,2140,CHB_28862,CHB_28862_0
CHB_28862_-3,CHB_28862,-3,-2727131.2,97_dH,dH_f,2141,CHB_28862,CHB_28862_-3
CHB_28862_-2,CHB_28862,-2,-2720938.88,98_dH,dH_f,2142,CHB_28862,CHB_28862_-2
CHB_16761_-1,CHB_16761,-1,-2626154.544,99_dH,dH_f,2143,CHB_16761,CHB_16761_-1
CHB_16761_0,CHB_16761,0,-2615443.504,100_dH,dH_f,2144,CHB_16761,CHB_16761_0
CHB_16761_-3,CHB_16761,-3,-2611259.504,101_dH,dH_f,2145,CHB_16761,CHB_16761_-3
CHB_16761_-2,CHB_16761,-2,-2607744.944,102_dH,dH_f,2146,CHB_16761,CHB_16761_-2
CHB_16174_-1,CHB_16174,-1,-2450744.528,103_dH,dH_f,2147,CHB_16174,CHB_16174_-1
CHB_16174_0,CHB_16174,0,-2439958.176,104_dH,dH_f,2148,CHB_16174,CHB_16174_0
CHB_16174_-3,CHB_16174,-3,-2435774.176,105_dH,dH_f,2149,CHB_16174,CHB_16174_-3
CHB_16174_-2,CHB_16174,-2,-2432259.616,106_dH,dH_f,2150,CHB_16174,CHB_16174_-2
CHB_4170_-2,CHB_4170,-2,-2276440,107_dH,dH_f,2151,CHB_4170,CHB_4170_-2
CHB_4170_-1,CHB_4170,-1,-2274640,108_dH,dH_f,2152,CHB_4170,CHB_4170_-1
CHB_43896_-2,CHB_43896,-2,-2273710,109_dH,dH_f,2153,CHB_43896,CHB_43896_-2
CHB_43896_-1,CHB_43896,-1,-2271900,110_dH,dH_f,2154,CHB_43896,CHB_43896_-1
CHB_61553_-2,CHB_61553,-2,-2265170,111_dH,dH_f,2155,CHB_15946,CHB_15946_-2
CHB_61553_-1,CHB_61553,-1,-2263370,112_dH,dH_f,2156,CHB_15946,CHB_15946_-1
CHB_28189_0,CHB_28189,0,-2244480,113_dH,dH_f,2157,CHB_28189,CHB_28189_0
CHB_17306_0,CHB_17306,0,-2238060,114_dH,dH_f,2158,CHB_17306,CHB_17306_0
CHB_36219_0,CHB_36219,0,-2233080,115_dH,dH_f,2159,CHB_36219,CHB_36219_0
CHB_17992_0,CHB_17992,0,-2199870,116_dH,dH_f,2160,CHB_17992,CHB_17992_0
CHB_16695_0,CHB_16695,0,-2168617.408,117_dH,dH_f,2161,CHB_16695,CHB_16695_0
CHB_16695_-2,CHB_16695,-2,-2155312.288,118_dH,dH_f,2162,CHB_16695,CHB_16695_-2
CHB_16695_-1,CHB_16695,-1,-2150626.208,119_dH,dH_f,2163,CHB_16695,CHB_16695_-1
CHB_52742_-1,CHB_52742,-1,-2045690,120_dH,dH_f,2164,CHB_17797,CHB_17797_-1
CHB_52742_-2,CHB_52742,-2,-2041480,121_dH,dH_f,2165,CHB_17797,CHB_17797_-2
CHB_35425_-2,CHB_35425,-2,-2041480,122_dH,dH_f,2166,CHB_35425,CHB_35425_-2
CHB_52742_0,CHB_52742,0,-2037740,123_dH,dH_f,2167,CHB_17797,CHB_17797_0
CHB_63528_0,CHB_63528,0,-2036218.912,124_dH,dH_f,2168,CHB_63528,CHB_63528_0
CHB_35425_-1,CHB_35425,-1,-2030180,125_dH,dH_f,2169,CHB_35425,CHB_35425_-1
CHB_63528_-2,CHB_63528,-2,-2022579.072,126_dH,dH_f,2170,CHB_63528,CHB_63528_-2
CHB_63528_-1,CHB_63528,-1,-2018227.712,127_dH,dH_f,2171,CHB_63528,CHB_63528_-1
CHB_17622_0,CHB_17622,0,-1992780.624,128_dH,dH_f,2172,CHB_17622,CHB_17622_0
CHB_17622_-2,CHB_17622,-2,-1979140.784,129_dH,dH_f,2173,CHB_17622,CHB_17622_-2
CHB_17622_-1,CHB_17622,-1,-1974789.424,130_dH,dH_f,2174,CHB_17622,CHB_17622_-1
CHB_17361_0,CHB_17361,0,-1968195.44,131_dH,dH_f,2175,CHB_17361,CHB_17361_0
CHB_17361_-2,CHB_17361,-2,-1955852.64,132_dH,dH_f,2176,CHB_17361,CHB_17361_-2
CHB_17361_-1,CHB_17361,-1,-1950204.24,133_dH,dH_f,2177,CHB_17361,CHB_17361_-1
CHS_8149841_0,CHS_8149841,0,-1933540,134_dH,dH_f,2178,CHS_8149841,CHS_8149841_0
CHS_8149841_-2,CHS_8149841,-2,-1919060,135_dH,dH_f,2179,CHS_8149841,CHS_8149841_-2
CHB_17345_0,CHB_17345,0,-1918472.784,136_dH,dH_f,2180,CHB_17345,CHB_17345_0
CHS_8149841_-1,CHS_8149841,-1,-1915550,137_dH,dH_f,2181,CHS_8149841,CHS_8149841_-1
CHB_17345_-2,CHB_17345,-2,-1906548.384,138_dH,dH_f,2182,CHB_17345,CHB_17345_-2
CHB_16171_1,CHB_16171,1,-1904000,139_dH,dH_f,2183,CHB_16171,CHB_16171_1
CHB_17345_-1,CHB_17345,-1,-1900481.584,140_dH,dH_f,2184,CHB_17345,CHB_17345_-1
CHB_16171_-1,CHB_16171,-1,-1889520,141_dH,dH_f,2185,CHB_16171,CHB_16171_-1
CHB_16171_0,CHB_16171,0,-1886010,142_dH,dH_f,2186,CHB_16171,CHB_16171_0
CHB_17202_-2,CHB_17202,-2,-1834710,143_dH,dH_f,2187,CHB_17202,CHB_17202_-2
CHB_17202_-1,CHB_17202,-1,-1829310,144_dH,dH_f,2188,CHB_17202,CHB_17202_-1
CHB_17202_-3,CHB_17202,-3,-1799610,145_dH,dH_f,2189,CHB_17202,CHB_17202_-3
CHB_15918_0,CHB_15918,0,-1793320.976,146_dH,dH_f,2190,CHB_15918,CHB_15918_0
CHB_15918_-2,CHB_15918,-2,-1779681.136,147_dH,dH_f,2191,CHB_15918,CHB_15918_-2
CHB_15918_-1,CHB_15918,-1,-1775329.776,148_dH,dH_f,2192,CHB_15918,CHB_15918_-1
CHB_16192_0,CHB_16192,0,-1758752.768,149_dH,dH_f,2193,CHB_16192,CHB_16192_0
CHB_16192_-2,CHB_16192,-2,-1745112.928,150_dH,dH_f,2194,CHB_16192,CHB_16192_-2
CHB_16192_-1,CHB_16192,-1,-1740761.568,151_dH,dH_f,2195,CHB_16192,CHB_16192_-1
CHB_15978_-2,CHB_15978,-2,-1724590,152_dH,dH_f,2196,CHB_15978,CHB_15978_-2
CHB_15978_-1,CHB_15978,-1,-1722790,153_dH,dH_f,2197,CHB_15978,CHB_15978_-1
CHB_16027_0,CHB_16027,0,-1642671.872,154_dH,dH_f,2198,CHB_16027,CHB_16027_0
CHB_16027_-2,CHB_16027,-2,-1628195.232,155_dH,dH_f,2199,CHB_16027,CHB_16027_-2
CHB_16027_-1,CHB_16027,-1,-1624680.672,156_dH,dH_f,2200,CHB_16027,CHB_16027_-1
CHB_18021_-3,CHB_18021,-3,-1621380,157_dH,dH_f,2201,CHB_18021,CHB_18021_-3
CHB_18021_-2,CHB_18021,-2,-1619580,158_dH,dH_f,2202,CHB_18021,CHB_18021_-2
CHB_30769_0,CHB_30769,0,-1525180.968,159_dH,dH_f,2203,CHB_30769,CHB_30769_0
CHB_30769_-3,CHB_30769,-3,-1521930,160_dH,dH_f,2204,CHB_30769,CHB_30769_-3
CHB_30769_-1,CHB_30769,-1,-1521009.52,161_dH,dH_f,2205,CHB_30769,CHB_30769_-1
CHB_30769_-2,CHB_30769,-2,-1518570.248,162_dH,dH_f,2206,CHB_30769,CHB_30769_-2
CHB_17713_0,CHB_17713,0,-1466349.744,163_dH,dH_f,2207,CHB_17713,CHB_17713_0
CHB_17713_-2,CHB_17713,-2,-1452709.904,164_dH,dH_f,2208,CHB_17713,CHB_17713_-2
CHB_17713_-1,CHB_17713,-1,-1448358.544,165_dH,dH_f,2209,CHB_17713,CHB_17713_-1
CHB_48674_0,CHB_48674,0,-1263300,166_dH,dH_f,2210,CHB_48674,CHB_48674_0
CHB_48649_0,CHB_48649,0,-1263300,167_dH,dH_f,2211,CHB_48649,CHB_48649_0
CHB_4167_0,CHB_4167,0,-1262190,168_dH,dH_f,2212,CHB_4167,CHB_4167_0
CHB_37721_0,CHB_37721,0,-1259380,169_dH,dH_f,2213,CHB_48095,CHB_48095_0
CHB_4208_0,CHB_4208,0,-1258660,170_dH,dH_f,2214,CHB_4208,CHB_4208_0
CHB_4139_0,CHB_4139,0,-1255200,171_dH,dH_f,2215,CHB_4139,CHB_4139_0
CHB_16704_0,CHB_16704,0,-1147721.408,172_dH,dH_f,2216,CHB_16704,CHB_16704_0
CHB_15589_-1,CHB_15589,-1,-1079950,173_dH,dH_f,2217,CHB_15589,CHB_15589_-1
CHB_15589_-2,CHB_15589,-2,-1079790,174_dH,dH_f,2218,CHB_15589,CHB_15589_-2
CHB_28543_0,CHB_28543,0,-1046690,175_dH,dH_f,2219,CHB_16789,CHB_16789_0
CHB_53455_0,CHB_53455,0,-1045740,176_dH,dH_f,2220,CHB_15936,CHB_15936_0
CHB_16810_-2,CHB_16810,-2,-1044060,177_dH,dH_f,2221,CHB_16810,CHB_16810_-2
CHB_46994_0,CHB_46994,0,-1043790,178_dH,dH_f,2222,PBC_66308,PBC_66308_0
CHB_45506_0,CHB_45506,0,-1034000.288,179_dH,dH_f,2223,PBC_5311110,PBC_5311110_0
CHB_41865_-2,CHB_41865,-2,-1032945.92,180_dH,dH_f,2224,CHB_41865,CHB_41865_-2
CHB_41865_-1,CHB_41865,-1,-1030226.32,181_dH,dH_f,2225,CHB_41865,CHB_41865_-1
CHS_388344_0,CHS_388344,0,-1029650,182_dH,dH_f,2226,CHB_17140,CHB_17140_0
CHB_41865_0,CHB_41865,0,-1029264,183_dH,dH_f,2227,CHB_41865,CHB_41865_0
CHB_28552_0,CHB_28552,0,-1023020,184_dH,dH_f,2228,CHB_17173,CHB_17173_0
CHB_17748_0,CHB_17748,0,-1014988.192,185_dH,dH_f,2229,CHB_17748,CHB_17748_0
CHB_48131_-2,CHB_48131,-2,-1011105.44,186_dH,dH_f,2230,CHB_48131,CHB_48131_-2
CHB_48131_-1,CHB_48131,-1,-1008218.48,187_dH,dH_f,2231,CHB_48131,CHB_48131_-1
CHB_48131_0,CHB_48131,0,-1007088.8,188_dH,dH_f,2232,CHB_48131,CHB_48131_0
CHB_9300_-2,CHB_9300,-2,-999055.52,189_dH,dH_f,2233,CHB_9300,CHB_9300_-2
CHB_9300_-1,CHB_9300,-1,-996335.92,190_dH,dH_f,2234,CHB_9300,CHB_9300_-1
CHB_9300_0,CHB_9300,0,-994787.84,191_dH,dH_f,2235,CHB_9300,CHB_9300_0
CHB_30531_-2,CHB_30531,-2,-983072.64,192_dH,dH_f,2236,CHB_30531,CHB_30531_-2
CHB_29985_0,CHB_29985,0,-982486.88,193_dH,dH_f,2237,CHB_29985,CHB_29985_0
CHB_29985_-1,CHB_29985,-1,-979683.6,194_dH,dH_f,2238,CHB_29985,CHB_29985_-1
CHB_30531_-1,CHB_30531,-1,-979223.36,195_dH,dH_f,2239,CHB_30531,CHB_30531_-1
CHB_16450_0,CHB_16450,0,-971549.904,196_dH,dH_f,2240,CHB_16450,CHB_16450_0
CHB_30744_-2,CHB_30744,-2,-959900,197_dH,dH_f,2241,CHB_30744,CHB_30744_-2
CHB_30832_-2,CHB_30832,-2,-953031.52,198_dH,dH_f,2242,CHB_30832,CHB_30832_-2
CHB_30832_-1,CHB_30832,-1,-950311.92,199_dH,dH_f,2243,CHB_30832,CHB_30832_-1
CHB_17562_0,CHB_17562,0,-948261.76,200_dH,dH_f,2244,CHB_17562,CHB_17562_0
CHB_29991_0,CHB_29991,0,-947006.56,201_dH,dH_f,2245,CHB_29991,CHB_29991_0
CHB_29991_-1,CHB_29991,-1,-939475.36,202_dH,dH_f,2246,CHB_29991,CHB_29991_-1
CHB_17859_-2,CHB_17859,-2,-937801.76,203_dH,dH_f,2247,CHB_17859,CHB_17859_-2
CHB_17859_-1,CHB_17859,-1,-935416.88,204_dH,dH_f,2248,CHB_17859,CHB_17859_-1
CHB_17859_0,CHB_17859,0,-934872.96,205_dH,dH_f,2249,CHB_17859,CHB_17859_0
CHB_30031_0,CHB_30031,0,-912112,206_dH,dH_f,2250,CHB_30031,CHB_30031_0
CHB_30031_-1,CHB_30031,-1,-909392.4,207_dH,dH_f,2251,CHB_30031,CHB_30031_-1
CHB_30031_-2,CHB_30031,-2,-909392.4,208_dH,dH_f,2252,CHB_30031,CHB_30031_-2
CHB_16750_0,CHB_16750,0,-897585.152,209_dH,dH_f,2253,CHB_16750,CHB_16750_0
CHB_30794_-2,CHB_30794,-2,-874456,210_dH,dH_f,2254,CHB_30794,CHB_30794_-2
CHB_30794_0,CHB_30794,0,-869728.08,211_dH,dH_f,2255,CHB_30794,CHB_30794_0
CHB_30794_-1,CHB_30794,-1,-869644.4,212_dH,dH_f,2256,CHB_30794,CHB_30794_-1
MAN_10204_0,MAN_10204,0,-857874.808,213_dH,dH_f,2257,CHB_28816,CHB_28816_0
PBC_21488_-1,PBC_21488,-1,-853243.12,214_dH,dH_f,2258,PBC_21488,PBC_21488_-1
PBC_21488_0,PBC_21488,0,-852238.96,215_dH,dH_f,2259,PBC_21488,PBC_21488_0
CHB_73753_-1,CHB_73753,-1,-829478,216_dH,dH_f,2260,CHB_73753,CHB_73753_-1
CHB_73753_0,CHB_73753,0,-828515.68,217_dH,dH_f,2261,CHB_73753,CHB_73753_0
CHB_16995_-2,CHB_16995,-2,-825084.8,218_dH,dH_f,2262,CHB_16995,CHB_16995_-2
CHB_17596_0,CHB_17596,0,-819840,219_dH,dH_f,2263,CHB_17596,CHB_17596_0
CHB_16995_-1,CHB_16995,-1,-818390.4,220_dH,dH_f,2264,CHB_16995,CHB_16995_-1
CHB_16995_0,CHB_16995,0,-814122.72,221_dH,dH_f,2265,CHB_16995,CHB_16995_0
CHB_86543_-1,CHB_86543,-1,-805712.88,222_dH,dH_f,2266,CHB_86543,CHB_86543_-1
CHB_86543_0,CHB_86543,0,-804792.4,223_dH,dH_f,2267,CHB_86543,CHB_86543_0
CHB_18050_0,CHB_18050,0,-802742.24,224_dH,dH_f,2268,CHB_18050,CHB_18050_0
CHB_17596_-1,CHB_17596,-1,-792740,225_dH,dH_f,2269,CHB_17596,CHB_17596_-1
CHB_73752_-1,CHB_73752,-1,-781989.6,226_dH,dH_f,2270,CHB_73752,CHB_73752_-1
CHB_73752_0,CHB_73752,0,-781069.12,227_dH,dH_f,2271,CHB_73752,CHB_73752_0
CHB_29806_-2,CHB_29806,-2,-777390,228_dH,dH_f,2272,CHB_29806,CHB_29806_-2
CHB_29806_0,CHB_29806,0,-774880,229_dH,dH_f,2273,CHB_29806,CHB_29806_0
CHB_29806_-1,CHB_29806,-1,-774460,230_dH,dH_f,2274,CHB_29806,CHB_29806_-1
CHB_15698_0,CHB_15698,0,-772090.256,231_dH,dH_f,2275,CHB_15698,CHB_15698_0
CHB_17196_0,CHB_17196,0,-764416.8,232_dH,dH_f,2276,CHB_17196,CHB_17196_0
CHB_86542_-1,CHB_86542,-1,-758308.16,233_dH,dH_f,2277,CHB_86542,CHB_86542_-1
CHB_86542_0,CHB_86542,0,-757345.84,234_dH,dH_f,2278,CHB_86542,CHB_86542_0
CHB_16857_0,CHB_16857,0,-748684.96,235_dH,dH_f,2279,CHB_16857,CHB_16857_0
CHB_16643_0,CHB_16643,0,-746927.68,236_dH,dH_f,2280,CHB_16643,CHB_16643_0
CHB_17172_0,CHB_17172,0,-737526.232,237_dH,dH_f,2281,CHB_17172,CHB_17172_0
CHB_60647_-1,CHB_60647,-1,-735421.68,238_dH,dH_f,2282,CHB_60647,CHB_60647_-1
CHB_17201_0,CHB_17201,0,-734250,239_dH,dH_f,2283,CHB_17201,CHB_17201_0
CHB_60647_0,CHB_60647,0,-733622.56,240_dH,dH_f,2284,CHB_60647,CHB_60647_0
CHB_30805_-1,CHB_30805,-1,-728183.36,241_dH,dH_f,2285,CHB_30805,CHB_30805_-1
CHB_30805_0,CHB_30805,0,-726091.36,242_dH,dH_f,2286,CHB_30805,CHB_30805_0
CHB_17115_0,CHB_17115,0,-721405.28,243_dH,dH_f,2287,CHB_17115,CHB_17115_0
CHB_18019_1,CHB_18019,1,-712828.08,244_dH,dH_f,2288,CHB_18019,CHB_18019_1
CHB_1148_-1,CHB_1148,-1,-710485.04,245_dH,dH_f,2289,CHB_64552,CHB_64552_-1
CHB_1148_0,CHB_1148,0,-709899.28,246_dH,dH_f,2290,CHB_64552,CHB_64552_0
CHB_32368_-1,CHB_32368,-1,-704460.08,247_dH,dH_f,2291,CHB_32368,CHB_32368_-1
CHB_32368_0,CHB_32368,0,-702368.08,248_dH,dH_f,2292,CHB_32368,CHB_32368_0
CHB_16004_-1,CHB_16004,-1,-686468.88,249_dH,dH_f,2293,CHB_16004,CHB_16004_-1
CHB_16004_0,CHB_16004,0,-686176,250_dH,dH_f,2294,CHB_16004,CHB_16004_0
CHB_30813_-1,CHB_30813,-1,-680736.8,251_dH,dH_f,2295,CHB_30813,CHB_30813_-1
CHB_30813_0,CHB_30813,0,-678644.8,252_dH,dH_f,2296,CHB_30813,CHB_30813_0
CHB_17754_0,CHB_17754,0,-676550,253_dH,dH_f,2297,CHB_17754,CHB_17754_0
CHB_18019_0,CHB_18019,0,-666636.72,254_dH,dH_f,2298,CHB_18019,CHB_18019_0
CHB_17895_0,CHB_17895,0,-659984.16,255_dH,dH_f,2299,CHB_17895,CHB_17895_0
CHB_29019_-1,CHB_29019,-1,-656846.16,256_dH,dH_f,2300,CHB_29019,CHB_29019_-1
CHB_29019_0,CHB_29019,0,-654921.52,257_dH,dH_f,2301,CHB_29019,CHB_29019_0
CHB_29805_0,CHB_29805,0,-648059.76,258_dH,dH_f,2302,CHB_29805,CHB_29805_0
CHB_16467_1,CHB_16467,1,-648017.92,259_dH,dH_f,2303,CHB_16467,CHB_16467_1
CHB_29805_-1,CHB_29805,-1,-647264.8,260_dH,dH_f,2304,CHB_29805,CHB_29805_-1
CHB_15603_0,CHB_15603,0,-642662.4,261_dH,dH_f,2305,CHB_15603,CHB_15603_0
CHB_16335_1,CHB_16335,1,-637700,262_dH,dH_f,2306,CHB_16335,CHB_16335_1
CHB_17191_0,CHB_17191,0,-634294.4,263_dH,dH_f,2307,CHB_17191,CHB_17191_0
CHB_28837_-1,CHB_28837,-1,-634210.72,264_dH,dH_f,2308,CHB_28837,CHB_28837_-1
CHB_28837_0,CHB_28837,0,-631993.2,265_dH,dH_f,2309,CHB_28837,CHB_28837_0
CHB_17895_-1,CHB_17895,-1,-625173.28,266_dH,dH_f,2310,CHB_17895,CHB_17895_-1
CHB_16335_0,CHB_16335,0,-621282.16,267_dH,dH_f,2311,CHB_16335,CHB_16335_0
CHB_16414_0,CHB_16414,0,-612621.28,268_dH,dH_f,2312,CHB_16414,CHB_16414_0
CHB_18019_-1,CHB_18019,-1,-612286.56,269_dH,dH_f,2313,CHB_18019,CHB_18019_-1
CHB_45571_-1,CHB_45571,-1,-609274.08,270_dH,dH_f,2314,CHB_45571,CHB_45571_-1
CHB_45571_0,CHB_45571,0,-607014.72,271_dH,dH_f,2315,CHB_45571,CHB_45571_0
CHB_16467_0,CHB_16467,0,-598563.04,272_dH,dH_f,2316,CHB_16467,CHB_16467_0
CHB_15361_-1,CHB_15361,-1,-596220,273_dH,dH_f,2317,CHB_15361,CHB_15361_-1
CHB_30776_-1,CHB_30776,-1,-585216.08,274_dH,dH_f,2318,CHB_30776,CHB_30776_-1
CHB_30776_0,CHB_30776,0,-582789.36,275_dH,dH_f,2319,CHB_30776,CHB_30776_0
CHB_35619_0,CHB_35619,0,-578145.12,276_dH,dH_f,2320,CHB_74359,CHB_74359_0
CHB_17418_-1,CHB_17418,-1,-562245.92,277_dH,dH_f,2321,CHB_17418,CHB_17418_-1
CHB_17418_0,CHB_17418,0,-559358.96,278_dH,dH_f,2322,CHB_17418,CHB_17418_0
CHB_16977_0,CHB_16977,0,-554380,279_dH,dH_f,2323,CHB_16977,CHB_16977_0
CHB_16467_-1,CHB_16467,-1,-541493.28,280_dH,dH_f,2324,CHB_16467,CHB_16467_-1
CHB_30772_-1,CHB_30772,-1,-538187.92,281_dH,dH_f,2325,CHB_30772,CHB_30772_-1
CHB_30772_0,CHB_30772,0,-535342.8,282_dH,dH_f,2326,CHB_30772,CHB_30772_0
CHB_30956_-1,CHB_30956,-1,-530029.12,283_dH,dH_f,2327,CHB_30956,CHB_30956_-1
CHB_15428_1,CHB_15428,1,-526012.48,284_dH,dH_f,2328,CHB_15428,CHB_15428_1
CHB_15428_0,CHB_15428,0,-522079.52,285_dH,dH_f,2329,CHB_15428,CHB_15428_0
CHB_17203_0,CHB_17203,0,-519234.4,286_dH,dH_f,2330,CHB_17203,CHB_17203_0
CHB_17561_0,CHB_17561,0,-519108.88,287_dH,dH_f,2331,CHB_17561,CHB_17561_0
CHB_30956_0,CHB_30956,0,-517602.64,288_dH,dH_f,2332,CHB_30956,CHB_30956_0
CHB_36386_-1,CHB_36386,-1,-515385.12,289_dH,dH_f,2333,CHB_36386,CHB_36386_-1
CHB_17272_-1,CHB_17272,-1,-513083.92,290_dH,dH_f,2334,CHB_17272,CHB_17272_-1
CHB_17272_0,CHB_17272,0,-512414.48,291_dH,dH_f,2335,CHB_17272,CHB_17272_0
CHB_36386_0,CHB_36386,0,-507100.8,292_dH,dH_f,2336,CHB_36386,CHB_36386_0
CHB_16977_-1,CHB_16977,-1,-505845.6,293_dH,dH_f,2337,CHB_16977,CHB_16977_-1
CHB_27869_-1,CHB_27869,-1,-500782.96,294_dH,dH_f,2338,CHB_27869,CHB_27869_-1
CHB_27869_0,CHB_27869,0,-496306.08,295_dH,dH_f,2339,CHB_27869,CHB_27869_0
CHB_30089_-1,CHB_30089,-1,-486013.44,296_dH,dH_f,2340,CHB_30089,CHB_30089_-1
CHB_30089_0,CHB_30089,0,-485762.4,297_dH,dH_f,2341,CHB_30089,CHB_30089_0
CHB_17561_-1,CHB_17561,-1,-483000.96,298_dH,dH_f,2342,CHB_17561,CHB_17561_-1
CHB_15971_1,CHB_15971,1,-482206,299_dH,dH_f,2343,CHB_15971,CHB_15971_1
CHB_27750_0,CHB_27750,0,-482000,300_dH,dH_f,2344,CHB_27750,CHB_27750_0
CHB_15428_-1,CHB_15428,-1,-469863.2,301_dH,dH_f,2345,CHB_15428,CHB_15428_-1
CHB_17295_0,CHB_17295,0,-455637.6,302_dH,dH_f,2346,CHB_17295,CHB_17295_0
CHB_15971_0,CHB_15971,0,-452708.8,303_dH,dH_f,2347,CHB_15971,CHB_15971_0
PBC_69414_0,PBC_69414,0,-451453.6,304_dH,dH_f,2348,PBC_69414,PBC_69414_0
CHB_17256_0,CHB_17256,0,-445119.024,305_dH,dH_f,2349,CHB_17256,CHB_17256_0
CHB_17821_0,CHB_17821,0,-439190.296,306_dH,dH_f,2350,CHB_17821,CHB_17821_0
CHB_16188_0,CHB_16188,0,-431203.04,307_dH,dH_f,2351,CHB_16188,CHB_16188_0
PBC_136449_0,PBC_136449,0,-427730.32,308_dH,dH_f,2352,PBC_136449,PBC_136449_0
CHB_15740_-1,CHB_15740,-1,-425429.12,309_dH,dH_f,2353,CHB_15740,CHB_15740_-1
CHB_15740_0,CHB_15740,0,-425429.12,310_dH,dH_f,2354,CHB_15740,CHB_15740_0
CHB_16828_0,CHB_16828,0,-408316.56,311_dH,dH_f,2355,CHB_16828,CHB_16828_0
PBC_8129_0,PBC_8129,0,-406977.68,312_dH,dH_f,2356,CHB_88619,CHB_88619_0
PBC_12332_0,PBC_12332,0,-404007.04,313_dH,dH_f,2357,PBC_12332,PBC_12332_0
CHB_36635_0,CHB_36635,0,-402458.96,314_dH,dH_f,2358,CHB_36635,CHB_36635_0
CHB_36635_-1,CHB_36635,-1,-402333.44,315_dH,dH_f,2359,CHB_36635,CHB_36635_-1
CHB_10589_0,CHB_10589,0,-399362.8,316_dH,dH_f,2360,CHB_10589,CHB_10589_0
CHB_10589_-1,CHB_10589,-1,-398944.4,317_dH,dH_f,2361,CHB_10589,CHB_10589_-1
CHB_31457_0,CHB_31457,0,-398693.36,318_dH,dH_f,2362,CHB_31457,CHB_31457_0
CHB_17568_0,CHB_17568,0,-395752.008,319_dH,dH_f,2363,CHB_17568,CHB_17568_0
CHB_36632_-1,CHB_36632,-1,-393588.88,320_dH,dH_f,2364,CHB_36632,CHB_36632_-1
CHB_87393_0,CHB_87393,0,-387814.96,321_dH,dH_f,2365,CHB_87393,CHB_87393_0
CHB_36632_0,CHB_36632,0,-387605.76,322_dH,dH_f,2366,CHB_36632,CHB_36632_0
CHB_16459_0,CHB_16459,0,-380283.76,323_dH,dH_f,2367,CHB_16459,CHB_16459_0
CHB_87434_0,CHB_87434,0,-378903.04,324_dH,dH_f,2368,CHB_87434,CHB_87434_0
CHB_84268_0,CHB_84268,0,-372627.04,325_dH,dH_f,2369,CHB_84268,CHB_84268_0
CHB_44884_0,CHB_44884,0,-367062.32,326_dH,dH_f,2370,CHB_44884,CHB_44884_0
CHB_50724_0,CHB_50724,0,-356560.48,327_dH,dH_f,2371,CHB_50724,CHB_50724_0
CHB_30746_0,CHB_30746,0,-355932.88,328_dH,dH_f,2372,CHB_30746,CHB_30746_0
CHB_30746_-1,CHB_30746,-1,-355598.16,329_dH,dH_f,2373,CHB_30746,CHB_30746_-1
CHB_5672_0,CHB_5672,0,-355179.76,330_dH,dH_f,2374,CHB_5672,CHB_5672_0
CHB_17935_0,CHB_17935,0,-349573.2,331_dH,dH_f,2375,CHB_17935,CHB_17935_0
CHB_28885_0,CHB_28885,0,-336058.88,332_dH,dH_f,2376,CHB_28885,CHB_28885_0
CHB_45422_0,CHB_45422,0,-332837.2,333_dH,dH_f,2377,CHB_45422,CHB_45422_0
CHB_89206_0,CHB_89206,0,-331456.48,334_dH,dH_f,2378,CHB_89206,CHB_89206_0
CHB_17824_0,CHB_17824,0,-330830,335_dH,dH_f,2379,CHB_17824,CHB_17824_0
CHB_34787_0,CHB_34787,0,-322209.84,336_dH,dH_f,2380,CHB_34787,CHB_34787_0
CHB_16199_0,CHB_16199,0,-317650,337_dH,dH_f,2381,CHB_16199,CHB_16199_0
CHB_28831_0,CHB_28831,0,-315138.88,338_dH,dH_f,2382,CHB_28831,CHB_28831_0
PBC_6420_0,PBC_6420,0,-310703.84,339_dH,dH_f,2383,PBC_6420,PBC_6420_0
PBC_8195_0,PBC_8195,0,-310536.48,340_dH,dH_f,2384,PBC_8195,PBC_8195_0
CHB_27856_0,CHB_27856,0,-309113.92,341_dH,dH_f,2385,CHB_27856,CHB_27856_0
CHB_16472_0,CHB_16472,0,-307356.64,342_dH,dH_f,2386,CHB_16472,CHB_16472_0
CHB_34688_0,CHB_34688,0,-304344.16,343_dH,dH_f,2387,CHB_34688,CHB_34688_0
CHB_88528_0,CHB_88528,0,-303967.6,344_dH,dH_f,2388,CHB_88528,CHB_88528_0
PBC_6577_0,PBC_6577,0,-297984.48,345_dH,dH_f,2389,PBC_6577,PBC_6577_0
CHB_37580_0,CHB_37580,0,-291624.8,346_dH,dH_f,2390,CHB_37580,CHB_37580_0
CHB_16236_0,CHB_16236,0,-287231.6,347_dH,dH_f,2391,CHB_16236,CHB_16236_0
PBC_62570_0,PBC_62570,0,-286813.2,348_dH,dH_f,2392,PBC_62570,PBC_62570_0
CHB_6858_0,CHB_6858,0,-284009.92,349_dH,dH_f,2393,CHB_6858,CHB_6858_0
CHB_45074_0,CHB_45074,0,-280746.4,350_dH,dH_f,2394,CHB_45074,CHB_45074_0
