Ca,Co,IS,K,Keq,Li,Mg,Mn,Na,T,Zn,deltaH,pH,rxn_formula,rxn_id,reference_id
,,0.067,,3.83E-07,,,,,300.15,,,6.96,CHB_15377 + CHB_18009 + CHB_29985 = CHB_16134 + CHB_16474 + CHB_16810,Keq_1569,67ENG/DAL
,,0.458724197,0.4,4.68,,0.008,,,298.15,,,7,CHB_17835 = CHB_15377 + CHB_18021,Keq_987,57WOL/BAL
,,0.47,,4.22E-06,,,,,310.16,,,7,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_1564,67ENG/DAL
,,0.47,,5.17E-06,,,,,311.23,,,7,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_1565,67ENG/DAL
,,0.026,,2.09E-07,,,,,300.15,,,6.93,CHB_15377 + CHB_18009 + CHB_29985 = CHB_16134 + CHB_16474 + CHB_16810,Keq_1566,67ENG/DAL
,,0.051,,2.59E-07,,,,,300.15,,,6.9,CHB_15377 + CHB_18009 + CHB_29985 = CHB_16134 + CHB_16474 + CHB_16810,Keq_1567,67ENG/DAL
,,0.709,,2.19E-06,,,,,300.15,,,7.02,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_1560,67ENG/DAL
,,0.47,,1.61E-06,,,,,298.12,,,7,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_1561,67ENG/DAL
,,0.47,,1.89E-06,,,,,300.18,,,7,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_1562,67ENG/DAL
,,0.47,,2.74E-06,,,,,305.14,,,7,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_1563,67ENG/DAL
,,0.238799671,0.2,1.5,,0.004,,,303.15,,,8.3,CHB_15763 + CHB_18361 = CHB_15940 + CHB_17111,Keq_4071,93VIN/GRU
,,0.081,,0.346,,1.95E-07,,,298.15,,,8.54,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3927,91TEW/GOL2
,,0.177590423,0.138794694,1.5,,,,,303.15,,,7,MAN_10129 = MAN_10128,Keq_4070,93SHI/CHE
,,0.455275775,0.4,4.4,,0.008,,,298.15,,,7.12,CHB_17835 = CHB_15377 + CHB_18021,Keq_982,57WOL/BAL
,,0.031502112,,0.270451415,,,,,298.15,,,7.63,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_565,53BUR/WIL
,,0.1,0.034698674,0.00962,,,,,298.15,,,7,CHB_30934 = CHB_15377 + CHB_30719,Keq_4073,93WER/TWE
,,0.139571228,,0.005952,,,,,310.15,,,7.2,CHB_1989 + PBC_123926 = CHB_15638 + MAN_10059,Keq_3967,91WOH/DIE
,,0.088795211,,1.67E-06,,,,,310.15,,,7,CHB_17754 + CHB_18009 = CHB_16474 + CHB_17378,Keq_2091,72KOR/HUR
,,0.355180845,,9,,,,,273.15,,,7,MAN_10029 = CHB_16704 + CHB_28637,Keq_2090,72KHA/ZHE
,,0.067623396,,0.0588,,,,,310.15,,,6.3,CHB_16551 + CHB_26078 = CHB_16077 + CHB_4167,Keq_2093,72MAR/BEL
,,0.146729508,,4,,,,,305.15,,,6.5,CHB_16634 + CHB_17505 = CHB_17164 + CHB_17268,Keq_2092,72LEH/TAN
,,0.170739214,,0.0005,,,,,298.15,,,8.2,CHB_15635 + CHB_18009 = CHB_15633 + CHB_16474,Keq_2095,72NAG/JAE
,,0.127839568,,0.238,,,,,310.15,,,7,CHB_16551 + CHB_26078 = CHB_16077 + CHB_4167,Keq_2094,72MAR/BEL
,,0.3,0.098,270,,0.0504,,,310.15,,,7,CHB_15422 + CHB_16134 + CHB_29985 = CHB_16761 + CHB_18050 + CHB_26078,Keq_2097,72ROS/SLA
,,0.2,0.045,162,,0.0504,,,310.15,,,6.6,CHB_15422 + CHB_16134 + CHB_29985 = CHB_16761 + CHB_18050 + CHB_26078,Keq_2096,72ROS/SLA
,,0.21,0.084,668,,0.0495,,,310.15,,,7.5,CHB_15422 + CHB_16134 + CHB_29985 = CHB_16761 + CHB_18050 + CHB_26078,Keq_2099,72ROS/SLA
,,0.22,0.093,280,,0.0107,,,310.15,,,7.1,CHB_15422 + CHB_16134 + CHB_29985 = CHB_16761 + CHB_18050 + CHB_26078,Keq_2098,72ROS/SLA
,,0.1,0.034698674,0.000488,,,,,298.15,,,7,CHB_15588 = CHB_15377 + CHB_30780,Keq_4074,93WER/TWE
,,0.149705495,,211.864,,,,,298.15,,,7.4,CHB_16856 + PBC_5364532 = MAN_10022,Keq_4077,94CHI/KIR
,,0.230680389,,0.029175797,,0.01,,,298.15,,,8.14,CHB_13941 + CHB_15422 = CHB_16761 + CHB_17672,Keq_4290,66MAR/COH
,,0.149730639,,2560,,,,,298.15,,,7.4,CHB_16856 + PBC_5317045 = MAN_10020,Keq_4076,94CHI/KIR
,,0.179905655,,0.575,,0.005,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2447,74LAN
,,0.016778522,,0.29,,0.001,,0.001541311,298.15,,,8.5,CHB_18066 = CHB_18307,Keq_4135,96PRO/GRO
,,0.556200384,,25,,,,,310.15,,,8.1,CHB_16810 + CHB_16996 = CHB_16426 + CHB_29985,Keq_789,56AME/HOR
,,0.078624611,,0.000948,,,,,310.15,,,7.8,CHB_15846 + CHB_1989 = CHB_15638 + CHB_16908,Keq_3969,91WOH/DIE
,,0.280380117,,0.000479,,,,0.111725295,298.15,,,9.2,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_780,55ZEL
,,1.195463758,,1.03E-07,,,,0.098290771,298.15,,,7.82,CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,Keq_781,55ZEL
,,1.195689779,,9.29E-08,,,,0.098359686,298.15,,,7.83,CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,Keq_782,55ZEL
,,0.696184593,,1.20E-07,,,,0.098495636,298.15,,,7.85,CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,Keq_783,55ZEL
,,0.699392091,,2.91E-07,,,,0.099454009,298.15,,,8,CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,Keq_784,55ZEL
,,1.201468944,,2.33E-07,,,,0.100060334,298.15,,,8.1,CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,Keq_785,55ZEL
,,0.706003544,,3.46E-07,,,,0.101304759,298.15,,,8.3,CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,Keq_786,55ZEL
,,0.878578687,,3.06E-07,,,,0.101991696,298.15,,,8.4,CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,Keq_787,55ZEL
,,0.088681597,,123,,,,0.088680479,298.15,,,5.65,CHB_15377 + CHB_28053 = CHB_4139 + CHB_4167,Keq_3925,91TEW/GOL
,,0.446237236,0.4,4.68,,0.008,,,298.15,,,7.46,CHB_17835 = CHB_15377 + CHB_18021,Keq_988,57WOL/BAL
,,0.359560133,0.1972,0.2096,,,,,298.15,,,7.63,CHB_15846 + CHB_17924 = CHB_16908 + CHB_37721,Keq_4136,96TEW/GOL
,,0.25,,1.73,,,,,311.15,,,7,CHB_15351 + CHB_16347 = CHB_15346 + CHB_57589,Keq_2547,75PIE/GUY
,,0.25,,1.6,,,,,298.15,,,7,CHB_15351 + CHB_16347 = CHB_15346 + CHB_57589,Keq_2546,75PIE/GUY
,,0.25,,12.3,,,,,311.15,,,7.03,CHB_15351 + CHB_15354 = CHB_15346 + CHB_15355,Keq_2545,75PIE/GUY
,,0.25,,11.7,,,,,298.15,,,7.03,CHB_15351 + CHB_15354 = CHB_15346 + CHB_15355,Keq_2544,75PIE/GUY
,,0.078869669,,0.048,,,,,310.15,,,7.5,CHB_17596 + CHB_26078 = CHB_17368 + CHB_35425,Keq_2543,75MUR/TSU
,,0.25,,6.20E-06,,,,,303.15,,,8.8,CHB_37515 = CHB_16108 + CHB_17378,Keq_2542,75KUR/KON
,,0.25,,4.10E-06,,,,,296.15,,,8.8,CHB_37515 = CHB_16108 + CHB_17378,Keq_2541,75KUR/KON
,,0.25,,2.80E-06,,,,,313.15,,,8.8,CHB_37515 = CHB_16108 + CHB_17378,Keq_2540,75KUR/KON
,,0.074687212,,0.164,,,,,273.15,,,7,CHB_52742 = CHB_17363,Keq_652,54AXE/JAN
,,0.074729374,,0.264,,,,,298.65,,,7,CHB_52742 = CHB_17363,Keq_653,54AXE/JAN
,,0.083323892,,4,,,,,298.65,,,8.1,CHB_15846 + CHB_17347 = CHB_16422 + CHB_16908,Keq_650,53TAL/DOB
,,0.089480024,,89,,,,,298.65,,,9.2,CHB_15846 + CHB_17347 = CHB_16422 + CHB_16908,Keq_651,53TAL/DOB
,,0.141832893,,5.5,,,,,283.5,,,7.3,CHB_15377 + CHB_29806 = CHB_15589,Keq_614,53MAS
,,0.098695629,,0.567,,0.001,,0.067594233,293.15,,,6,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_657,54BOW/KER
,,0.07475126,,0.323,,,,,310.15,,,7,CHB_52742 = CHB_17363,Keq_654,54AXE/JAN
,,0.092189457,,177,,,,,298.15,,,7,CHB_15551 + CHB_15846 = CHB_16908 + CHB_57400,Keq_2548,75SCH/GRE
,,0.25,0.163,125,,,,,311.15,,,5.9,CHB_15377 + CHB_15811 = CHB_17115 + CHB_26078,Keq_3157,82GUY/THA
,,0.25,0.159925,5.27,,0.0083,,,311.15,,,7,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,Keq_3156,82GUY
,,0.25,0.225,9.23,,,,,311.15,,,9,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,Keq_3155,82GUY
,,1,0.984625,5.47,,,,,311.15,,,7,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,Keq_3154,82GUY
,,0.06,0.044625,5.73,,,,,311.15,,,7,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,Keq_3153,82GUY
,,0.25,0.234625,6.6,,,,,323.15,,,7,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,Keq_3152,82GUY
,,0.25,0.2432,0.0351,,3.50E-06,,,311.15,,,7.111,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_2849,79LAW/VEE
,,0.25,0.234625,4.26,,,,,298.15,,,7,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,Keq_3150,82GUY
,,0.25,,81.8,,,,,311.15,,,6.96,CHB_18110 + CHB_29985 = CHB_15811 + CHB_16810,Keq_2998,81MER/MCA
,,0.359678773,0.19722,0.1646,,,,,298.15,,,7.64,CHB_15846 + CHB_17924 = CHB_16908 + CHB_37721,Keq_4137,96TEW/GOL
,,0.25,0.181,76.8,,,,,311.15,,,6.47,CHB_15377 + CHB_15811 = CHB_17115 + CHB_26078,Keq_3159,82GUY/THA
,,0.25,,91.37,,,,,311.15,,,6.98,CHB_18110 + CHB_29985 = CHB_15811 + CHB_16810,Keq_2999,81MER/MCA
,,0.163,,0.133,,,,,283.15,,,7,CHB_16810 + CHB_29991 = CHB_16452 + CHB_29985,Keq_4210,98KIS/TEW2
,,0.25,0.219,0.79,,0.00011,,,311.15,,,7.05,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2718,78LYN/GUY
,,0.092794703,,0.182,,0.017,,,298.15,,,9.25,CHB_15422 + MAN_10113 = CHB_16761 + MAN_10153,Keq_3907,91SEM/CLE
,,0.474,,0.322,,0.0266,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2402,74LAN
,,0.343,,0.429,,0.026,,,298.15,,,6.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2403,74LAN
,,0.472,,0.313,,0.0294,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2400,74LAN
,,0.723,,0.287,,0.027,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2401,74LAN
,,0.216,,0.274,,0.0233,,,298.15,,,8.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2406,74LAN
,,0.286,,0.348,,0.0233,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2407,74LAN
,,0.343,,0.459,,0.0253,,,298.15,,,6.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2404,74LAN
,,0.216,,0.265,,0.0246,,,298.15,,,8.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2405,74LAN
,,0.167,,4.81,,,,,298.25,,,8.41,CHB_15971 = CHB_16134 + CHB_27247,Keq_4068,93LAR/TEW
,,0.287,,0.357,,0.0191,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2408,74LAN
,,0.266,,0.508,,0.0086,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2409,74LAN
,,0.1,,0.00673,,,,,309.45,,,7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1704,68BAD/MIL
,,0.1,,0.0071,,,,,309.45,,,5.7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1705,68BAD/MIL
,,0.3,,0.0091,,,,,309.45,,,7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1706,68BAD/MIL
,,0.52,,0.0098,,,,,309.45,,,7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1707,68BAD/MIL
,,0.1,,0.00511,,,,,300.55,,,7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1700,68BAD/MIL
,,0.1,,0.0064,,,,,309.45,,,7.7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1701,68BAD/MIL
,,0.1,,0.0067,,,,,309.45,,,7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1702,68BAD/MIL
,,0.1,,0.0067,,,,,309.45,,,7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1703,68BAD/MIL
,,0.044569673,,0.13333,,,,,298.15,,,7.4,CHB_15453 = CHB_15377 + CHB_15473,Keq_15,00WU/FEN
,,0.31,0.2024,5.93,,,,,298.15,,,7.23,CHB_16810 + PBC_164608 = CHB_29985 + CHS_15334833,Keq_14,00TEW/GOL
,,0.214108704,,0.026,,,,,308.15,,,6.3,CHB_18283 + CHB_26078 = CHB_16077 + CHB_4170,Keq_17,01AND/LEV
,,0.056402343,,0.00147929,,,,,298.15,,,7.5,CHB_15980 + CHB_18009 = CHB_16474 + CHB_17094,Keq_16,00ZHE/BLA
,,0.3,0.2012,2.16,,,,,298.15,,,7.15,CHB_15603 + CHB_16810 = CHB_29985 + CHB_48430,Keq_11,00TEW/GOL
,,0.31,0.2012,1.84,,,,,298.15,,,7.24,CHB_16414 + CHB_16810 = CHB_11851 + CHB_29985,Keq_10,00TEW/GOL
,,0.31,0.2024,6.23,,,,,298.15,,,7.15,CHB_16810 + PBC_164608 = CHB_29985 + CHS_15334833,Keq_13,00TEW/GOL
,,0.31,0.2012,2.56,,,,,298.15,,,7.23,CHB_15603 + CHB_16810 = CHB_29985 + CHB_48430,Keq_12,00TEW/GOL
,,0.25,,9.40E-09,,,,,298.15,,,7.39,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_256,38EUL/ADL
,,0.25,,1.10E-08,,,,,298.15,,,7.66,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_257,38EUL/ADL
,,0.25,,7.70E-09,,,,,298.15,,,7.57,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_254,38EUL/ADL
,,0.25,,7.90E-09,,,,,298.15,,,7.4,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_255,38EUL/ADL
,,0.25,,6.50E-09,,,,,298.15,,,7.36,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_252,38EUL/ADL
,,0.25,,7.60E-09,,,,,298.15,,,7.26,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_253,38EUL/ADL
,,0.25,,1.30E-09,,,,,298.15,,,7.01,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_250,38EUL/ADL
,,0.25,,1.30E-09,,,,,298.15,,,6.63,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_251,38EUL/ADL
,,0.196170053,0.1,2.1,,0.005,,,298.15,,,7.7,CHB_15422 + CHB_17345 = CHB_16761 + CHB_17552,Keq_4131,96LI/ZHA
,,0.019108999,,0.52,,0.0001,,,293.15,,,7.5,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_793,56BOW/KER
,,0.25,,1.50E-08,,,,,298.15,,,7.43,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_258,38EUL/ADL
,,0.25,,1.70E-08,,,,,298.15,,,7.45,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,Keq_259,38EUL/ADL
,,0.095165382,,184,,0.01,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3845,89ROM/DEM
,,0.095165382,,180,,0.01,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3844,89ROM/DEM
,,0.071465382,,590,,0.0021,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3847,89ROM/DEM
,,0.077765382,,330,,0.0042,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3846,89ROM/DEM
,,0.068165382,,1600,,0.001,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3841,89ROM/DEM
,,0.095165382,,867,,0.01,,,293.2,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3840,89ROM/DEM
,,0.25,,6.00E-05,,,,,295.15,,,7.4,CHB_15846 + CHB_16651 = CHB_15361 + CHB_16908,Keq_328,43KUB/OTT
,,0.046931502,,0.0106875,,,,,333.15,,,7,CHB_40595 = 2 CHB_16108,Keq_329,43MEY/JUN
,,0.399283721,,0.615384615,,0.12,,,311.15,,,6.8,CHB_16087 = CHB_15377 + CHB_16383,Keq_326,43KRE/EGG
,,0.399283721,,36.8,,0.12,,,311.15,,,6.8,CHB_16087 = CHB_30769,Keq_327,43KRE/EGG
,,0.039283721,,14.4,,,,,311.15,,,6.8,CHB_16087 = CHB_30769,Keq_324,43KRE/EGG
,,0.399283721,,0.016701461,,0.12,,,311.15,,,6.8,CHB_30769 = CHB_15377 + CHB_16383,Keq_325,43KRE/EGG
,,0.039283721,,0.048,,,,,311.15,,,6.8,CHB_30769 = CHB_15377 + CHB_16383,Keq_322,43KRE/EGG
,,0.039283721,,0.69,,,,,311.15,,,6.8,CHB_16087 = CHB_15377 + CHB_16383,Keq_323,43KRE/EGG
,,0.25,,20,,,,,303.15,,,6.6,CHB_17992 + CHB_26078 = CHB_16077 + CHB_37721,Keq_320,43DOU
,,0.25,,0.3,,,,,303.15,,,7.5,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_321,43KAL
,,0.070483722,,0.000858,,0.008,,,298.15,,,7,CHB_17151 + CHB_18009 = CHB_16474 + MAN_10210,Keq_896,57HOL/TOU
,,0.053318173,,4.316,,0.01,,,298.15,,,7.5,CHB_17835 = CHB_15377 + CHB_18021,Keq_1018,57WOL/BAL
,,0.045149029,,4.452,,0.01,,,298.15,,,8,CHB_17835 = CHB_15377 + CHB_18021,Keq_1019,57WOL/BAL
,,0.25,0.217,0.53,,0.00011,,,311.15,,,6.82,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2714,78LYN/GUY
,,0.25,0.0168,0.72,,0.00116,,,311.15,,,6.75,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2715,78LYN/GUY
,,0.25,0.216,0.77,,0.00011,,,311.15,,,7.1,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2712,78LYN/GUY
,,0.25,0.0167,0.72,,0.00116,,,311.15,,,7.08,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2713,78LYN/GUY
,,0.25,0.215,0.82,,0.00011,,,311.15,,,6.93,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2710,78LYN/GUY
,,0.25,0.0166,0.61,,0.00116,,,311.15,,,7.1,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2711,78LYN/GUY
,,0.043202826,,3.515,,0.001,,,298.15,,,6.5,CHB_17835 = CHB_15377 + CHB_18021,Keq_1010,57WOL/BAL
,,0.030724197,,4.305,,0.001,,,298.15,,,7,CHB_17835 = CHB_15377 + CHB_18021,Keq_1011,57WOL/BAL
,,0.017318173,,4.714,,0.001,,,298.15,,,7.5,CHB_17835 = CHB_15377 + CHB_18021,Keq_1012,57WOL/BAL
,,0.009149029,,5.01,,0.001,,,298.15,,,8,CHB_17835 = CHB_15377 + CHB_18021,Keq_1013,57WOL/BAL
,,0.005750207,,5.155,,0.001,,,298.15,,,8.5,CHB_17835 = CHB_15377 + CHB_18021,Keq_1014,57WOL/BAL
,,0.085994578,,2.651,,0.01,,,298.15,,,6,CHB_17835 = CHB_15377 + CHB_18021,Keq_1015,57WOL/BAL
,,0.079202826,,3.411,,0.01,,,298.15,,,6.5,CHB_17835 = CHB_15377 + CHB_18021,Keq_1016,57WOL/BAL
,,0.066724197,,3.95,,0.01,,,298.15,,,7,CHB_17835 = CHB_15377 + CHB_18021,Keq_1017,57WOL/BAL
,,0.023577939,,0.45,,0.0067,,,303.15,,,7.4,CHB_4170 = CHB_61553,Keq_432,50SLE
,,0.023577939,,1.5,,0.0067,,,303.15,,,7.4,CHB_43896 = CHB_61553,Keq_433,50SLE
,,0.070147148,,0.0115,,,,0.032525833,298.15,,,9,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_430,50RAC
,,0.25,,43.1,,0.005,,,311.15,,,6.88,CHB_15377 + CHB_18132 = CHB_15354 + CHB_26078,Keq_2579,76GUY
,,0.08974182,,0.33,,,,0.044754305,310.15,,,8,CHB_15846 + CHB_50211 = CHB_16908 + CHB_17898,Keq_436,51BLI
,,0.027276473,0.018637795,0.24,,,,,293.15,,,8,CHB_15846 + CHB_17924 = CHB_16908 + CHB_37721,Keq_434,51BLA
,,0.02662894,,5,,,,,298.15,,,8,CHB_15377 + MAN_10067 = CHB_42843 + PBC_151021,Keq_438,51FRU/JOH
,,0.006003481,,4.60E-07,,,,,298.15,,,7.4,CHB_17154 + CHB_35425 = CHB_15927 + CHB_26078,Keq_439,51ROW/KOR
,,0.068,,0.854,,2.04E-05,,,298.15,,,8.51,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3939,91TEW/GOL2
,,0.061,,0.861,,2.00E-05,,,298.15,,,8.28,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3938,91TEW/GOL2
,,0.08,,0.349,,2.24E-07,,,292.15,,,8.67,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3931,91TEW/GOL2
,,0.071,,0.352,,2.19E-07,,,292.15,,,8.46,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3930,91TEW/GOL2
,,0.08,,0.351,,1.66E-07,,,304.15,,,8.34,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3933,91TEW/GOL2
,,0.072,,0.357,,1.66E-07,,,304.15,,,8.16,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3932,91TEW/GOL2
,,0.078,,0.348,,1.45E-07,,,310.25,,,8.13,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3935,91TEW/GOL2
,,0.071,,0.351,,1.45E-07,,,310.25,,,7.98,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3934,91TEW/GOL2
,,0.08,,0.378,,9.55E-07,,,298.15,,,8.54,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3937,91TEW/GOL2
,,0.07,,0.381,,9.55E-07,,,298.15,,,8.34,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3936,91TEW/GOL2
,,0.252742735,0.176362995,0.14,,,,,303.15,,,6.85,CHB_15522 + CHB_26078 = CHB_15346 + CHB_16729,Keq_1375,63SLY/STA
,,0.252742735,0.176362995,0.0142,,,,,303.15,,,6.85,CHB_15351 + CHB_26078 = CHB_15346 + CHB_15350,Keq_1374,63SLY/STA
,,0.024193749,,0.99,,,,,298.15,,,8.1,CHB_18095 = CHB_16231,Keq_1377,64ADA/NOR
,,0.262415622,0.214706391,0.00595,,,,,313.15,,,6.8,2 CHB_16856 + CHB_18009 = CHB_16474 + CHB_17858,Keq_1371,63SCO/DUN
,,0.087707476,,73.4,,,,0.068853466,298.15,,,6.98,CHB_15346 + CHB_16891 + CHB_18009 = CHB_15535 + CHB_16474,Keq_1370,63QUA
,,0.262415622,0.214706391,0.00643834,,,,,298.15,,,6.8,2 CHB_16856 + CHB_18009 = CHB_16474 + CHB_17858,Keq_1373,63SCO/DUN
,,0.262415622,0.214706391,0.00643834,,,,,283.15,,,6.8,2 CHB_16856 + CHB_18009 = CHB_16474 + CHB_17858,Keq_1372,63SCO/DUN
,,0.172714082,0.068,0.0028,,,,,303.15,,,7,CHB_13705 + CHB_15380 = CHB_15345 + CHB_30031,Keq_852,56STE/COO
,,0.768571182,,0.00125,,,,,298.15,,,7.75,CHB_15846 + CHB_57561 = CHB_16908 + CHB_16943,Keq_1379,64ASP/JAK
,,0.532771268,,0.000342,,,,,298.15,,,7,CHB_15846 + CHB_57561 = CHB_16908 + CHB_16943,Keq_1378,64ASP/JAK
,,0.145479266,,0.65,,,,,295.15,,,7.74,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1173,59SAN/LAN
,,0.135851891,,0.36,,,,,295.15,,,7.53,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1172,59SAN/LAN
,,0.116713291,,0.28,,,,,295.15,,,7.19,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1171,59SAN/LAN
,,0.097856657,,0.18,,,,,295.15,,,6.86,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1170,59SAN/LAN
,,0.164323356,,3.6,,,,,295.15,,,8.59,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1177,59SAN/LAN
,,0.162462044,,2.6,,,,,295.15,,,8.42,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1176,59SAN/LAN
,,0.159529623,,1.5,,,,,295.15,,,8.23,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1175,59SAN/LAN
,,0.151306569,,1,,,,,295.15,,,7.9,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1174,59SAN/LAN
,,0.25,0.068853466,0.26,,,,,311.15,,,6.98,CHB_15846 + CHB_18047 = CHB_16908 + CHB_30313,Keq_3422,85LIE
,,0.111383314,,0.128,,,,,295.15,,,7.1,CHB_15846 + CHB_18047 = CHB_16908 + CHB_30313,Keq_1179,59SAN/LAN
,,0.167460917,,4.8,,,,,295.15,,,9.08,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,Keq_1178,59SAN/LAN
