Ca,Co,IS,K,Keq,Li,Mg,Mn,Na,T,Zn,deltaH,pH,rxn_formula,rxn_id,reference_id
,,0.25,,10.4,,2.50E-05,,,311.15,,,7.06,CHB_15346 + CHB_15422 + CHB_30089 = CHB_15351 + CHB_16027 + CHB_18361,Keq_2337,74GUY/WEB
,,0.089999894,,17000,,,,,298.15,,,7.4,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_2330,74FLO/FLE
,,0.286142331,,136,,0.02,,,298.15,,,7.4,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_2331,74FLO/FLE
,,0.241142331,,469,,0.005,,,298.15,,,7.4,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_2332,74FLO/FLE
,,0.119123537,,1.03,,,,,323.15,,,7,CHB_4167 = CHB_37721,Keq_2333,74FRA/LEE
,,0.25,,8.9,,3.60E-05,,,311.15,,,7.1,CHB_15346 + CHB_15422 + CHB_30089 = CHB_15351 + CHB_16027 + CHB_18361,Keq_2338,74GUY/WEB
,,0.25,,8.99,,3.60E-05,,,311.15,,,7.05,CHB_15346 + CHB_15422 + CHB_30089 = CHB_15351 + CHB_16027 + CHB_18361,Keq_2339,74GUY/WEB
,,0.163196202,0.073182535,3.1,,0.006,,,303.15,,,8,CHB_17436 + MAN_10173 = CHB_15899 + MAN_10174,Keq_3398,85LEE/OSU
,,0.099941694,,400,,0.012,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3324,84DEM
,,0.093941694,,430,,0.01,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3325,84DEM
,,0.093941694,,440,,0.01,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3326,84DEM
,,0.075941694,,1000,,0.004,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3327,84DEM
,,0.126524231,,830,,0.01,,,313.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3320,84DEM
,,0.363941694,,74,,0.1,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3321,84DEM
,,0.213941694,,110,,0.05,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3322,84DEM
,,0.138941694,,180,,0.025,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3323,84DEM
,,0.238858414,,0.000258,,,,0.106333594,298.15,,,8.85,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_779,55ZEL
,,0.066941694,,3000,,0.001,,,308.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3328,84DEM
,,0.327201678,,89,,0.1,,,308.15,,,7,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3329,84DEM
,,0.25,0.21,57.2,,,,,311.15,,,6.95,CHB_15377 + CHB_15811 = CHB_17115 + CHB_26078,Keq_3172,82GUY/THA
,,0.245458047,0.14636507,3.4,,0.0079,,,303.15,,,8,CHB_17436 + MAN_10173 = CHB_15899 + MAN_10174,Keq_3394,85LEE/OSU
,,0.25,,11.9,,,,,303.15,,,7,CHB_15377 + MAN_10100 = CHB_4167 + CHB_46645,Keq_212,36VEI
,,0.25,0.2335,0.0236,,,,,288.15,,,6.82,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_68,03KIN
,,0.060430506,,,,,,,298.15,,-14.8,4.94,CHB_15377 + CHB_17992 = CHB_37721 + CHB_4167,deltaH_740,94REK/SCH
,,0.123679215,,5,,,,,310.15,,,7.4,CHB_18066 + CHB_37721 = CHB_17659 + CHB_17992,Keq_745,55CAR/LEL
,,0.25,0.2235,0.155,,,,,278.15,,,7.87,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_64,03KIN
,,0.25,0.22275,0.357,,,,,278.15,,,8.19,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_65,03KIN
,,0.25,0.2435,0.00449,,,,,288.15,,,5.99,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_66,03KIN
,,0.084,,,,,,,298.15,,63.2,7.82,CHB_15377 + CHB_16828 = CHB_15361 + CHB_16134 + CHB_16881,deltaH_741,94TEW/GOL
,,0.25,0.2435,0.00413,,,,,278.15,,,6.06,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_60,03KIN
,,0.25,0.24025,0.00673,,,,,278.15,,,6.43,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_61,03KIN
,,0.25,0.2335,0.0183,,,,,278.15,,,6.88,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_62,03KIN
,,0.576015491,,0.1,,0.08,,,303.15,,,8,CHB_15422 + CHB_16761 = CHB_16027 + CHB_18334,Keq_3556,86KUP/FER
0.05,,0.230058937,,30,,,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1591,67ENG/DEN
,,0.088681597,,,,,,0.088680479,310.15,,-14.227,5.65,CHB_15377 + CHB_17992 = CHB_37721 + CHB_4167,deltaH_621,89GOL/TEW2
,,0.0844617,,18.36282592,,0.00013295,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1593,67ENG/DEN
,,0.082663595,,13.46621148,,3.00E-05,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1592,67ENG/DEN
,,0.088458342,,34.48605376,,0.000929762,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1595,67ENG/DEN
,,0.086459777,,24.57087911,,0.000484421,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1594,67ENG/DEN
,,0.100058558,,33.12661191,,0.00391298,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1597,67ENG/DEN
,,0.088681597,,,,,,0.088680479,304.15,,-14.523,5.65,CHB_15377 + CHB_17992 = CHB_37721 + CHB_4167,deltaH_620,89GOL/TEW2
,,0.080070501,,7.5,,,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1599,67ENG/DEN
,,0.280059235,,28,,0.0490022,,,310.15,,,7.3,CHB_16087 = CHB_30769,Keq_1598,67ENG/DEN
,,0.25,0.125,9.83,,,,0.025,311.15,,,7.07,CHB_16087 = CHB_30769,Keq_2242,73VEL/GUY
,,0.25,0.125,9.89,,,,0.025,311.15,,,7.07,CHB_16087 = CHB_30769,Keq_2243,73VEL/GUY
,,0.167000995,0.0668,0.00106,,,,,298.15,,,8.3,CHB_15846 + CHB_17268 = CHB_16908 + MAN_10075,Keq_2244,73VID/UDE
0.0001,,0.145405,0.08,,,0.005,,0.04,298.15,,-46.86,7.15,CHB_15377 + CHB_16356 = CHB_17345,deltaH_623,89HAG/ROS
,,0.167005,0.0668,0.0053,,,,,298.15,,,9,CHB_15846 + CHB_17268 = CHB_16908 + MAN_10075,Keq_2246,73VID/UDE
,,0.167015811,0.0668,0.0168,,,,,298.15,,,9.5,CHB_15846 + CHB_17268 = CHB_16908 + MAN_10075,Keq_2247,73VID/UDE
,,0.418604042,,2060,,0.05,,,308.15,,,7,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3038,82DEM
,,0.369267077,,320,,0.025,,,293.15,,,7.8,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3039,82DEM
,,0.088681597,,,,,,0.088680479,316.15,,-13.948,5.65,CHB_15377 + CHB_17992 = CHB_37721 + CHB_4167,deltaH_622,89GOL/TEW2
,,0.035864609,,0.00063,,,,,298.15,,,7.9,CHB_15699 + CHB_18009 = CHB_16474 + CHB_18051,Keq_742,55BLA/WRI3
,,0.106839766,,1.09,,0.015,,,303.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3030,81RAM/PIC
,,0.088681597,,,,,,0.088680479,298.15,,-2.37,5.65,CHB_15377 + CHB_17057 = 2 CHB_4167,deltaH_625,89TEW/GOL
,,0.010341196,,0.06,,,,0.010325383,298.15,,,9.5,CHB_15846 + CHB_17151 = CHB_16908 + CHS_388344,Keq_3032,81SUG/VEI
,,0.021654569,,0.515,,,,,310.15,,,8,CHB_15820 = CHB_18038,Keq_3033,82BAR/HEB
,,0.469869387,,2660,,0.1,,,308.15,,,6,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3034,82DEM
,,0.568604042,,12400,,0.1,,,308.15,,,7,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3035,82DEM
,,0.457604042,,231,,0.063,,,308.15,,,7,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3036,82DEM
,,0.081468311,,,,,,,298.15,,-2.4,6.86,CHB_15377 + CHB_21557 = CHB_16643 + CHB_30089,deltaH_624,89REK/SIK
,,0.037052069,,4.698776679,,,,,298.15,,,8.83,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_551,53BUR/WIL
,,0.036659877,,4.356505807,,,,,298.15,,,8.78,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_550,53BUR/WIL
,,0.036971553,,5.880171687,,,,,298.15,,,8.82,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_553,53BUR/WIL
,,0.355180845,0.277589389,1.00E-06,,,,,298.15,,,7,CHB_15377 + CHB_15846 + CHB_857 = CHB_15361 + CHB_16908 + CHB_16977,Keq_3558,86MEI/GAD
,,0.030929954,,0.222632436,,,,,298.15,,,7.51,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_555,53BUR/WIL
,,0.088681597,,,,,,0.088680479,310.15,,-2.34,5.65,CHB_15377 + CHB_17057 = 2 CHB_4167,deltaH_627,89TEW/GOL
,,0.031178398,,0.270493151,,,,,298.15,,,7.56,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_557,53BUR/WIL
,,0.030929954,,0.238164932,,,,,298.15,,,7.51,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_556,53BUR/WIL
,,0.25,,0.0283,,,,,303.15,,,3.5,CHB_15377 + CHB_3480 = CHB_17656 + MAN_10023,Keq_4238,99NIE/SCH
,,0.030980868,,0.225169163,,,,,298.15,,,7.52,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_558,53BUR/WIL
,,0.263228694,0.1,5.3,,0.045,,,298.15,,,7.5,CHB_15422 + CHB_17345 = CHB_16761 + CHB_17552,Keq_4130,96LI/ZHA
,,0.088681597,,,,,,0.088680479,304.55,,-2.56,5.65,CHB_15377 + CHB_17057 = 2 CHB_4167,deltaH_626,89TEW/GOL
,,0.25,,1540,,0.00219,,,310.15,,,7,CHB_15846 + CHB_16761 + CHB_26078 + CHB_29052 = CHB_15422 + CHB_16908 + CHB_17794,Keq_2745,78MEE/AKE
,,0.25,,1310,,0.00089,,,310.15,,,7,CHB_15846 + CHB_16761 + CHB_26078 + CHB_29052 = CHB_15422 + CHB_16908 + CHB_17794,Keq_2744,78MEE/AKE
,,0.25,,1930,,0.00234,,,310.15,,,7,CHB_15846 + CHB_16761 + CHB_26078 + CHB_29052 = CHB_15422 + CHB_16908 + CHB_17794,Keq_2746,78MEE/AKE
,,0.25,,817,,0.000331,,,310.15,,,7,CHB_15846 + CHB_16761 + CHB_26078 + CHB_29052 = CHB_15422 + CHB_16908 + CHB_17794,Keq_2741,78MEE/AKE
,,0.25,,622,,0.000209,,,310.15,,,7,CHB_15846 + CHB_16761 + CHB_26078 + CHB_29052 = CHB_15422 + CHB_16908 + CHB_17794,Keq_2740,78MEE/AKE
,,0.25,,1130,,0.000741,,,310.15,,,7,CHB_15846 + CHB_16761 + CHB_26078 + CHB_29052 = CHB_15422 + CHB_16908 + CHB_17794,Keq_2743,78MEE/AKE
,,0.088681597,,,,,,0.088680479,298.15,,2.36,5.65,CHB_15377 + CHB_28066 = 2 CHB_4167,deltaH_628,89TEW/GOL
,,0.03171801,,0.327861613,,,,,298.15,,,7.68,CHB_15846 + CHB_17824 = CHB_15347 + CHB_16908,Keq_560,53BUR/WIL
,,1.05,,1.53,,,,,285.65,,,7.71,CHB_17295 = CHB_16134 + CHB_35697,Keq_3630,87TEW/GAJ
,,0.1,,6.46E-05,,,,,288.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1047,58BAC
,,0.749,,0.000118,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1046,58BAC
,,0.423,,0.000105,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1045,58BAC
,,0.259,,9.25E-05,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1044,58BAC
,,0.376,,9.97E-05,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1043,58BAC
,,0.189,,9.27E-05,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1042,58BAC
,,0.05,,7.36E-05,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1041,58BAC
,,0.096,,8.07E-05,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1040,58BAC
,,1.05,,3.54,,,,,309.95,,,7.71,CHB_17295 = CHB_16134 + CHB_35697,Keq_3636,87TEW/GAJ
,,0.1,,3.72,,,,,308.3,,,7.3,CHB_15377 + CHB_29806 = CHB_15589,Keq_489,53BOC/ALB
,,0.1,,3.13,,,,,313,,,7.3,CHB_15377 + CHB_29806 = CHB_15589,Keq_488,53BOC/ALB
,,0.1,,9.77E-05,,,,,298.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1049,58BAC
,,0.1,,8.00E-05,,,,,293.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_1048,58BAC
,,0.093,,0.00031,,0.031,,,293.15,,,7,CHB_40595 = 2 CHB_16108,Keq_173,35MEY
,,0.036,,0.0056,,0.012,,,333.15,,,7,CHB_40595 = 2 CHB_16108,Keq_172,35MEY
,,0.036,,0.002,,0.012,,,313.15,,,7,CHB_40595 = 2 CHB_16108,Keq_171,35MEY
,,0.036,,0.00051,,0.012,,,293.15,,,7,CHB_40595 = 2 CHB_16108,Keq_170,35MEY
,,0.18,,0.00037,,0.06,,,293.15,,,7,CHB_40595 = 2 CHB_16108,Keq_177,35MEY
,,0.18,,0.00035,,0.06,,,293.15,,,7,CHB_40595 = 2 CHB_16108,Keq_176,35MEY
,,0.093,,0.0046,,0.031,,,333.15,,,7,CHB_40595 = 2 CHB_16108,Keq_175,35MEY
,,0.093,,0.0014,,0.031,,,313.15,,,7,CHB_40595 = 2 CHB_16108,Keq_174,35MEY
,,0.36,,0.00029,,0.12,,,293.15,,,7,CHB_40595 = 2 CHB_16108,Keq_179,35MEY
,,0.36,,7.10E-05,,0.12,,,273.15,,,7,CHB_40595 = 2 CHB_16108,Keq_178,35MEY
,,0.25,,1.5,,,,,298.15,,,7,CHB_62346 = MAN_10205,Keq_806,56ENG
,,0.067192828,,838,,0.01,,,308.15,,,6.53,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3817,89ROM/DEM
,,0.015651139,,0.78,,0.001,,,303.15,,,8.9,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_705,54NOD/KUB
,,1.1,0.070223586,0.16,,,,,298.15,,,7.03,CHB_15846 + CHB_18047 = CHB_16908 + CHB_30313,Keq_3418,85LIE
,,0.100211532,,16.88744589,,0.025,,,298.15,,,7,CHB_16077 = CHB_4170,Keq_1102,59ATK/JOH
,,0.191563363,0.01,0.306,,0.001,,,298.15,,,9.7,CHB_47980 = CHB_16134 + CHB_36986,Keq_1103,59BAR/SMY
,,0.355180845,,9.62E-05,,,,,282.95,,,7,CHB_15846 + CHB_15978 = CHB_16108 + CHB_16908,Keq_1100,58YOU/PAC
,,0.003888153,,0.23,,,,,310.15,,,7,CHB_17057 + CHB_26078 = CHB_16077 + CHB_4167,Keq_1101,59ALE
,,0.039702165,,0.265,,,,,303.15,,,7.6,CHB_29052 + CHB_37721 = CHB_17378 + CHB_61553,Keq_1106,59BON/PON
,,0.041710535,,0.42,,0.0015,,,303.15,,,7.5,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_1107,59CAL/WEB
,,0.268336838,0.01,0.238,,0.001,,,298.15,,,7.9,CHB_47980 = CHB_16134 + CHB_36986,Keq_1104,59BAR/SMY
,,0.517301325,,895.67,,,,,298.15,,,5.5,CHB_15377 + CHB_18050 = CHB_16134 + CHB_29985,Keq_1105,59BEN/KIT
,,0.062926166,,0.931,,0.005,,0.03146303,318.15,,,7.3,CHB_4167 = CHB_37721,Keq_2631,76LLO/KHA
,,0.062926166,,0.869,,0.005,,0.03146303,303.15,,,7.3,CHB_4167 = CHB_37721,Keq_2630,76LLO/KHA
,,0.143093245,,4.9,,,,,298.15,,,5,CHB_17835 = CHB_17794,Keq_1108,59CHI/SUG
,,0.164868012,,5.3,,,,,298.15,,,5.4,CHB_17835 = CHB_17794,Keq_1109,59CHI/SUG
,,0.062464578,,0.1,,0.004485618,,,285.15,,,7.25,CHB_15422 + CHB_16467 = CHB_16761 + CHB_18412,Keq_2635,76RAO/BUT
,,0.022886614,,8.5,,0.001,,,303.15,,,7,CHB_35374 = CHB_43896,Keq_2634,76MUR
,0.001,0.121795211,0.069397347,0.828,,0.01,,,303.15,,,7,CHB_4167 = CHB_37721,Keq_2637,76SPR/LIM
,,0.35921756,0.02,420,,,,,293.15,,,6.2,CHB_15740 + CHB_15846 = CHB_16526 + CHB_16908,Keq_2636,76RUS/MUL
,,0.192086489,,0.641026,,,0.002,,300.15,,,7.6,CHB_30769 = CHB_16452 + CHB_30089,Keq_838,56SMI/STA
,,0.31,0.2012,1.38,,,,,298.15,,,7.18,CHB_16414 + CHB_16810 = CHB_11851 + CHB_29985,Keq_9,00TEW/GOL
,,0.051651139,,0.24,,0.01,,,303.15,,,8.9,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_708,54NOD/KUB
,,0.25,0.2335,0.0646,,,,,313.15,,,6.69,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_86,03KIN
,,0.33,,1.069,,,,,298.15,,,7.57,CHB_16810 + CHB_17295 = CHB_29985 + CHB_30851,Keq_4220,98TEW/KIS
,,0.25,0.2435,0.0103,,,,,313.15,,,5.85,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_84,03KIN
,,0.25,0.24025,0.0233,,,,,313.15,,,6.23,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_85,03KIN
,,0.25,0.2235,0.477,,,,,308.15,,,7.66,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_82,03KIN
,,0.25,0.22275,0.882,,,,,308.15,,,7.96,CHB_17824 + CHB_18009 = CHB_15347 + CHB_16474,Keq_83,03KIN
,,0.25,,168,,,,,311.15,,,5.8,CHB_15377 + CHB_37515 = CHB_26078 + CHB_37721,Keq_399,49MEY/GRE
,,0.25,,53,,,,,311.15,,,8.5,CHB_15377 + CHB_37515 = CHB_26078 + CHB_37721,Keq_398,49MEY/GRE
,,0.25,,14,,,,,311.15,,,8.5,CHB_15377 + CHB_40595 = CHB_26078 + CHB_37515,Keq_395,49MEY/GRE
,,0.25,,8,,,,,311.15,,,5.8,CHB_15377 + CHB_40595 = CHB_26078 + CHB_37515,Keq_394,49MEY/GRE
,,0.002807621,,538,,,,0.0014,296.15,,,5.1,CHB_15355 + CHB_15377 = CHB_15354 + CHB_30089,Keq_393,49HES
,,0.118393674,,7.14E-05,,,,,295.15,,,7,CHB_15846 + CHB_15978 = CHB_16108 + CHB_16908,Keq_392,49BAR
,,0.25,,7.94,,,,,310.15,,,9.1,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_391,48SOR/DEG
,,0.25,,0.37,,,,,310.15,,,6.02,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_390,48SOR/DEG
,,0.116717979,0.083358646,0.0114,,,,,311.15,,,7.5,CHB_15682 = CHB_16467 + CHB_29806,Keq_631,53RAT/ANS
,,0.07,,67.3,,0.008,,,298.15,,,7.5,CHB_16087 = CHB_30769,Keq_1844,69BLA
,,0.088681597,,32.2,,,,0.088680479,292.15,,,5.65,CHB_15377 + CHB_36219 = CHB_4139 + CHB_4167,Keq_3698,89GOL/TEW
,,0.088681597,,34,,,,0.088680479,298.15,,,5.65,CHB_15377 + CHB_36219 = CHB_4139 + CHB_4167,Keq_3699,89GOL/TEW
,,0.036100705,,,,,,,298.15,,-67.57,8.32,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,deltaH_528,86GAJ/STE
,,0.021674837,,,,,,,298.15,,-67.5,8.63,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,deltaH_529,86GAJ/STE
,,0.015761997,,,,,,,298.15,,-68.1,8.8,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,deltaH_526,86GAJ/STE
,,0.023278885,,,,,,,298.15,,-68.03,8.59,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,deltaH_527,86GAJ/STE
,,0.030976072,,,,,,,304.15,,-69.16,8.42,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,deltaH_524,86GAJ/STE
,,0.031470488,,,,,,,298.15,,-68.28,8.41,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,deltaH_525,86GAJ/STE
,,0.561423178,,,,,,0.286830436,308.15,,-7.3,7.5,CHB_17115 = CHB_15361 + CHB_16134,deltaH_522,85WIE/HIN
,,0.030976072,,,,,,,309.95,,-70.25,8.42,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,deltaH_523,86GAJ/STE
,,0.719161946,,,,,,0.286830436,298.15,,-80.3,7.5,CHB_16881 + CHB_17115 = CHB_15377 + CHB_16828,deltaH_520,85WIE/HIN
,,0.719161946,,,,,,0.286830436,283.15,,-78.7,7.5,CHB_16881 + CHB_17115 = CHB_15377 + CHB_16828,deltaH_521,85WIE/HIN
,,0.47726104,0.4,2.45,,0.008,,,298.15,,,6.08,CHB_17835 = CHB_15377 + CHB_18021,Keq_955,57WOL/BAL
,,0.171885972,,38000,,0.05,,,303.15,,,8.5,CHB_15377 + CHB_16039 = CHB_17202 + CHB_18361,Keq_2923,79VAN
,,0.477732499,0.4,2.63,,0.008,,,298.15,,,6.03,CHB_17835 = CHB_15377 + CHB_18021,Keq_957,57WOL/BAL
,,0.476743503,0.4,2.55,,0.008,,,298.15,,,6.13,CHB_17835 = CHB_15377 + CHB_18021,Keq_956,57WOL/BAL
,,0.25,,340,,,,,310.15,,,7.25,CHB_15422 + CHB_4167 = CHB_16761 + CHB_4170,Keq_951,57VLA/VLA
,,0.146366101,,0.00536,,,,,298.15,,,8,CHB_15589 + PBC_123927 = CHB_16452 + MAN_10009,Keq_4226,98URB/BRA
,,0.445318173,0.4,4.55,,0.008,,,299.5,,,7.5,CHB_17835 = CHB_15377 + CHB_18021,Keq_953,57WOL/BAL
,,0.093,,0.775,,0.000449,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2450,74LAN
,,0.543621716,,0.014,,,,0.521273655,298.15,,,9,CHB_15846 + CHB_17754 = CHB_16016 + CHB_16908,Keq_1840,69BAR
,,0.476743503,0.4,2.76,,0.008,,,298.15,,,6.13,CHB_17835 = CHB_15377 + CHB_18021,Keq_959,57WOL/BAL
,,0.47726104,0.4,2.76,,0.008,,,298.15,,,6.08,CHB_17835 = CHB_15377 + CHB_18021,Keq_958,57WOL/BAL
,,0.00159714,,6.00E-05,,,,,297.15,,,8.4,CHB_16997 + CHB_18009 = CHB_16474 + CHB_18041,Keq_1216,60GUP/ROB
,,0.000522857,,0.00024,,,,,297.15,,,9,CHB_16997 + CHB_18009 = CHB_16474 + CHB_18041,Keq_1217,60GUP/ROB
,,0.063095479,,1.1,,,,,310.15,,,7.5,CHB_17200 = CHB_16085,Keq_1214,60FEI/NEU
,,0.063095479,,1,,,,,310.15,,,7.5,CHB_17983 = CHB_16082,Keq_1215,60FEI/NEU
,,0.25,,0.098,,,,,298.15,,,7.4,CHB_15377 + CHB_15428 + CHB_1989 = CHB_15635 + CHB_17115,Keq_1212,60BLA
,,0.251518417,0.198258369,0.064,,,,,310.15,,,7.1,CHB_35418 = CHB_15361 + CHB_63153,Keq_1213,60COM/ROS
,,0.272760274,,0.82,,,,,310.15,,,8,PBC_444791 = CHB_4126,Keq_1211,60ASH/WAH
,,0.031573004,,2.038,,0.001,,,298.15,,,8,CHB_15842 + CHB_18361 = CHB_17111 + CHB_30839,Keq_2925,79VIC/GRE
,,0.014634579,,0.04,,,,,295.15,,,8.5,CHB_16810 + CHB_30566 = CHB_29985 + CHB_57706,Keq_2924,79VAN/DEB
,,0.265,,0.45,,0.002,,,298.15,,,8,CHB_15590 = CHB_15361 + CHB_17272,Keq_2921,79PIR/LIL
,,0.133,,0.59,,0.002,,,298.15,,,8,CHB_15590 = CHB_15361 + CHB_17272,Keq_2920,79PIR/LIL
,,0.000164099,,0.000759,,,,,297.15,,,9.5,CHB_16997 + CHB_18009 = CHB_16474 + CHB_18041,Keq_1218,60GUP/ROB
,,5.00E-05,,0.0024,,,,,297.15,,,10,CHB_16997 + CHB_18009 = CHB_16474 + CHB_18041,Keq_1219,60GUP/ROB
,,0.013,,1.54,,0.000223,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2456,74LAN
,,0.458100953,,0.00035,,0.02,,,288.15,,,7,CHB_15422 + CHB_29991 = CHB_16761 + CHB_30407,Keq_738,55BLA/WRI
,,0.088681597,,,,,,0.088680479,304.55,,5.67,5.65,CHB_15377 + CHB_28189 = 2 CHB_4167,deltaH_632,89TEW/GOL
,,0.088681597,,,,,,0.088680479,310.15,,6.35,5.65,CHB_15377 + CHB_28189 = 2 CHB_4167,deltaH_633,89TEW/GOL
,,0.088681597,,,,,,0.088680479,310.15,,2.11,5.65,CHB_15377 + CHB_28066 = 2 CHB_4167,deltaH_630,89TEW/GOL
,,0.088681597,,,,,,0.088680479,298.15,,5.93,5.65,CHB_15377 + CHB_28189 = 2 CHB_4167,deltaH_631,89TEW/GOL
,,0.00247,,,,,,,298.15,,-26.7,6.62,CHB_15377 + PBC_188293 = CHB_16134 + PBC_97369,deltaH_188,56FOR/GUT
,,0.00271,,,,,,,298.15,,-25.5,6.78,CHB_15377 + PBC_188293 = CHB_16134 + PBC_97369,deltaH_189,56FOR/GUT
,,0.088681597,,,,,,0.088680479,316.15,,5.98,5.65,CHB_15377 + CHB_28189 = 2 CHB_4167,deltaH_634,89TEW/GOL
,,0.088681597,,,,,,0.088680479,298.15,,-4.02,5.65,CHB_15377 + CHB_17306 = 2 CHB_4167,deltaH_635,89TEW/GOL
,,0.05,,,,,,,298.15,,-26.1,3.72,CHB_15377 + CHB_17440 = CHB_16836 + CHB_26078,deltaH_184,55STU
,,0.00057,,,,,,,298.15,,-24.8,6.5,CHB_15377 + PBC_188293 = CHB_16134 + PBC_97369,deltaH_185,56FOR/GUT
,,0.00065,,,,,,,298.15,,-25.1,6.6,CHB_15377 + PBC_188293 = CHB_16134 + PBC_97369,deltaH_186,56FOR/GUT
,,0.00081,,,,,,,298.15,,-26,6.82,CHB_15377 + PBC_188293 = CHB_16134 + PBC_97369,deltaH_187,56FOR/GUT
,,0.025,,,,,,,298.15,,-24.2,4.74,CHB_15377 + CHB_17440 = CHB_16836 + CHB_26078,deltaH_180,55STU
,,0.039,,,,,,,298.15,,-20.6,5.27,CHB_15377 + CHB_17440 = CHB_16836 + CHB_26078,deltaH_181,55STU
